date,open,high,low,close,volume,dividends,stock_splits,ticker,pe_ratio,eps,market_cap_usd_m,revenue_ttm_usd_m,debt_to_equity,beta,52w_high,52w_low,sector,industry,long_name,daily_return,log_return,rolling_vol_30d,rolling_vol_60d,sma_20,sma_50,price_vs_52w_high_pct,close_norm,volume_norm
2025-03-04,270.1000061035156,278.1099853515625,262.2699890136719,273.6199951171875,2119200,0.0,0.0,TEAM,,-0.72,20258.18112,5759.927808,76.379,0.981,271.46,67.85,Technology,Software - Application,Atlassian Corporation,,,,,,,0.7956955415853241,0.9850422486134479,0.12385375202712665
2025-03-05,273.8699951171875,277.2049865722656,269.0,276.7300109863281,1853200,0.0,0.0,TEAM,,-0.72,20258.18112,5759.927808,76.379,0.981,271.46,67.85,Technology,Software - Application,Atlassian Corporation,0.011366186406840173,0.011302076641787645,,,,,1.9413582061180823,1.0,0.10424590888987174
2025-03-06,268.69000244140625,271.4599914550781,249.5399932861328,250.66000366210938,2389700,0.0,0.0,TEAM,,-0.72,20258.18112,5759.927808,76.379,0.981,271.46,67.85,Technology,Software - Application,Atlassian Corporation,-0.09420737285160852,-0.09894488749527937,,,,,-7.662269335405071,0.8746152095008413,0.14379330679640276
2025-03-07,249.6199951171875,251.0,229.19000244140625,238.86000061035156,3872600,0.0,0.0,TEAM,,-0.72,20258.18112,5759.927808,76.379,0.981,271.46,67.85,Technology,Software - Application,Atlassian Corporation,-0.047075731586058156,-0.04821984499769368,,,,,-12.009135559437272,0.817862601335687,0.2531033466017986
2025-03-10,230.5800018310547,231.10499572753906,212.97000122070312,215.88999938964844,4919700,0.0,0.0,TEAM,,-0.72,20258.18112,5759.927808,76.379,0.981,271.46,67.85,Technology,Software - Application,Atlassian Corporation,-0.09616512250694376,-0.10110859291432353,,,,,-20.47078781785587,0.7073874198366887,0.3302889576883385
2025-03-11,216.0800018310547,226.94000244140625,215.89999389648438,224.10000610351562,3751900,0.0,0.0,TEAM,,-0.72,20258.18112,5759.927808,76.379,0.981,271.46,67.85,Technology,Software - Application,Atlassian Corporation,0.038028656895076285,0.03732339216133338,,,,,-17.446398694645385,0.7468737904775827,0.2442061034940292
2025-03-12,231.0,233.1999969482422,224.38999938964844,226.44000244140625,2804100,0.0,0.0,TEAM,,-0.72,20258.18112,5759.927808,76.379,0.981,271.46,67.85,Technology,Software - Application,Atlassian Corporation,0.010441750442477638,0.010387611907590952,,,,,-16.584394591687072,0.7581281007256144,0.17434026242075779
2025-03-13,224.02000427246094,224.19000244140625,207.50999450683594,208.0,4236000,0.0,0.0,TEAM,,-0.72,20258.18112,5759.927808,76.379,0.981,271.46,67.85,Technology,Software - Application,Atlassian Corporation,-0.0814343854557138,-0.08494194024883274,,,,,-23.377293155529355,0.6694401378046455,0.27989090372991304
2025-03-14,214.3000030517578,221.24000549316406,212.69500732421875,218.44000244140625,3066900,0.0,0.0,TEAM,,-0.72,20258.18112,5759.927808,76.379,0.981,271.46,67.85,Technology,Software - Application,Atlassian Corporation,0.050192319429837706,0.048973308759187935,,,,,-19.53142177801287,0.7196517661577517,0.19371222173079758
2025-03-17,216.17999267578125,224.52000427246094,216.17999267578125,220.97999572753906,2116400,0.0,0.0,TEAM,,-0.72,20258.18112,5759.927808,76.379,0.981,271.46,67.85,Technology,Software - Application,Atlassian Corporation,0.011627876111263813,0.011560791890370783,,,,,-18.595743119598072,0.7318679700924231,0.12364735367831343
2025-03-18,219.99000549316406,221.47000122070312,213.0399932861328,219.4499969482422,2419100,0.0,0.0,TEAM,,-0.72,20258.18112,5759.927808,76.379,0.981,271.46,67.85,Technology,Software - Application,Atlassian Corporation,-0.00692369811239979,-0.006947778123026112,,,,,-19.159361619302214,0.7245093769773421,0.14596048945894147
2025-03-19,220.33999633789062,233.55999755859375,219.97999572753906,229.86000061035156,3164300,0.0,0.0,TEAM,,-0.72,20258.18112,5759.927808,76.379,0.981,271.46,67.85,Technology,Software - Application,Atlassian Corporation,0.047436791099908726,0.04634602836808081,,,,,-15.324541144053791,0.7745767249468416,0.2008919357216571
2025-03-20,226.3300018310547,230.88999938964844,224.27999877929688,226.16000366210938,2300400,0.0,0.0,TEAM,,-0.72,20258.18112,5759.927808,76.379,0.981,271.46,67.85,Technology,Software - Application,Atlassian Corporation,-0.01609674122690996,-0.016227701018036576,,,,,-16.687540093527815,0.7567814348867619,0.1372106737431815
