,ticker,company,end_date,form,filed,cash_usd_m,long_term_debt,net_income_usd_m,operating_income_usd_m,revenue_alt,stockholders_equity_usd_m,total_assets_usd_m,total_liabilities_usd_m
1970-01-01 00:00:00.000000005,ABNB,"Airbnb, Inc.",2020-12-31,10-K,2024-02-16,5480.557,,-4585.0,-3590.0,3378000000.0,2901.0,10491.499,7589.716
1970-01-01 00:00:00.000000009,ABNB,"Airbnb, Inc.",2021-12-31,10-K,2025-02-13,6067.0,,-352.0,429.0,5992000000.0,4775.0,13708.0,8933.0
1970-01-01 00:00:00.000000013,ABNB,"Airbnb, Inc.",2022-12-31,10-K,2026-02-12,7378.0,,1893.0,1802.0,8399000000.0,5560.0,16038.0,10478.0
1970-01-01 00:00:00.000000016,ABNB,"Airbnb, Inc.",2023-12-31,10-K,2026-02-12,6874.0,,4792.0,1518.0,9917000000.0,8165.0,20645.0,12480.0
1970-01-01 00:00:00.000000018,ABNB,"Airbnb, Inc.",2024-12-31,10-K,2026-02-12,6864.0,,2648.0,2553.0,11102000000.0,8412.0,20959.0,12547.0
1970-01-01 00:00:00.000000019,ABNB,"Airbnb, Inc.",2025-12-31,10-K,2026-02-12,6560.0,,2511.0,2544.0,12241000000.0,8199.0,22208.0,14009.0
