,ticker,company,end_date,form,filed,cash_usd_m,long_term_debt,net_income_usd_m,operating_income_usd_m,revenue,revenue_alt,shares_outstanding,stockholders_equity_usd_m,total_assets_usd_m,total_liabilities_usd_m
1970-01-01 00:00:00.000000005,AXP,AMERICAN EXPRESS CO,2008-12-31,10-K,2012-02-24,20550.0,60041000000.0,2699.0,3581.0,28365000000.0,,1160000000.0,11841.0,126074.0,114233.0
1970-01-01 00:00:00.000000012,AXP,AMERICAN EXPRESS CO,2009-12-31,10-K,2013-02-22,4064.0,77300000000.0,2130.0,,24523000000.0,,1192000000.0,12637.0,125145.0,110739.0
1970-01-01 00:00:00.000000021,AXP,AMERICAN EXPRESS CO,2010-12-31,10-K,2013-02-22,654.0,66416000000.0,4057.0,,27819000000.0,,1197000000.0,16230.0,146689.0,130459.0
