,ticker,company,end_date,form,filed,cash_usd_m,long_term_debt,net_income_usd_m,operating_income_usd_m,revenue,revenue_alt,shares_outstanding,stockholders_equity_usd_m,total_assets_usd_m,total_liabilities_usd_m
1970-01-01 00:00:00.000000021,CCI,Crown Castle Inc,2011-12-31,10-K,2014-02-24,80.12,6885699000.0,171.077,692.305,,,284449372.0,2386.245,10545.096,7853.2
1970-01-01 00:00:00.000000031,CCI,Crown Castle Inc,2012-12-31,10-K,2015-02-19,441.364,11611242000.0,188.584,834.681,,,293164786.0,2938.746,16088.709,13137.445
1970-01-01 00:00:00.000000040,CCI,Crown Castle Inc,2013-12-31,10-K,2016-02-22,223.394,11594500000.0,90.111,880.704,,,334070016.0,6926.717,20594.908,13653.733
1970-01-01 00:00:00.000000049,CCI,Crown Castle Inc,2014-12-31,10-K,2017-02-22,151.312,11920861000.0,390.513,940.682,,,333856632.0,6716.225,21143.276,14406.048
1970-01-01 00:00:00.000000058,CCI,Crown Castle Inc,2015-12-31,10-K,2018-02-26,178.81,12249238000.0,1520.992,946.18,,,333771660.0,7089.221,21936.966,14847.745
1970-01-01 00:00:00.000000063,CCI,Crown Castle Inc,2016-09-30,10-K,2017-02-22,568.0,,98.366,244.254,3921000000.0,688000000.0,360536659.0,,22675.0,15117.977
1970-01-01 00:00:00.000000067,CCI,Crown Castle Inc,2016-12-31,10-K,2019-02-25,568.0,12171142000.0,124.709,949.0,3921000000.0,688000000.0,360536659.0,,22675.0,15117.977
1970-01-01 00:00:00.000000072,CCI,Crown Castle Inc,2017-09-30,10-K,2018-02-26,314.0,,115.194,260.567,4255000000.0,521000000.0,406000000.0,,32229.0,19890.0
1970-01-01 00:00:00.000000076,CCI,Crown Castle Inc,2017-12-31,10-K,2020-03-10,314.0,16159620000.0,98.0,967.0,4255000000.0,521000000.0,406000000.0,,32229.0,19890.0
1970-01-01 00:00:00.000000081,CCI,Crown Castle Inc,2018-09-30,10-K,2019-02-25,277.0,,136.0,359.0,1375000000.0,574000000.0,415000000.0,,32762.0,21191.0
1970-01-01 00:00:00.000000085,CCI,Crown Castle Inc,2018-12-31,10-K,2021-02-22,277.0,16682000000.0,185.0,1383.0,5370000000.0,574000000.0,415000000.0,,32762.0,21191.0
1970-01-01 00:00:00.000000091,CCI,Crown Castle Inc,2019-12-31,10-K,2022-02-22,196.0,18121000000.0,208.0,1559.0,5763000000.0,670000000.0,416000000.0,,38457.0,27968.0
1970-01-01 00:00:00.000000094,CCI,Crown Castle Inc,2020-12-31,10-K,2023-02-24,232.0,19280000000.0,,1863.0,5840000000.0,520000000.0,431000000.0,,38768.0,29307.0
1970-01-01 00:00:00.000000097,CCI,Crown Castle Inc,2021-12-31,10-K,2024-02-23,292.0,20629000000.0,,2001.0,6340000000.0,621000000.0,432000000.0,,39040.0,30782.0
1970-01-01 00:00:00.000000100,CCI,Crown Castle Inc,2022-12-31,10-K,2025-03-14,156.0,21729000000.0,,2425.0,6986000000.0,697000000.0,433000000.0,,38921.0,31472.0
1970-01-01 00:00:00.000000103,CCI,Crown Castle Inc,2023-12-31,10-K,2026-02-23,105.0,22921000000.0,1502.0,2097.0,4734000000.0,421000000.0,434000000.0,,38527.0,32146.0
1970-01-01 00:00:00.000000105,CCI,Crown Castle Inc,2024-12-31,10-K,2026-02-23,100.0,24081000000.0,-3903.0,2118.0,4460000000.0,192000000.0,435000000.0,,32736.0,32869.0
1970-01-01 00:00:00.000000106,CCI,Crown Castle Inc,2025-12-31,10-K,2026-02-23,99.0,24337000000.0,444.0,2075.0,4264000000.0,215000000.0,435000000.0,,31518.0,33153.0
