date,open,high,low,close,volume,dividends,stock_splits,ticker,pe_ratio,eps,market_cap_usd_m,revenue_ttm_usd_m,debt_to_equity,beta,52w_high,52w_low,sector,industry,long_name,daily_return,log_return,rolling_vol_30d,rolling_vol_60d,sma_20,sma_50,price_vs_52w_high_pct,close_norm,volume_norm
2025-03-04,98.3810895759642,98.3810895759642,95.9543397233143,96.23811340332031,1469200,0.0,0.0,CHRW,39.392113,4.82,22522.535936,16232.763392,75.604,0.903,203.34,84.68,Industrials,Integrated Freight & Logistics,"C.H. Robinson Worldwide, Inc.",,,,,,,-52.671332053053845,0.09216892060068033,0.06505329984128769
2025-03-05,95.98368379759881,97.16770771596792,95.50420778808258,95.80755615234375,1346600,0.0,0.0,CHRW,39.392113,4.82,22522.535936,16232.763392,75.604,0.903,203.34,84.68,Industrials,Integrated Freight & Logistics,"C.H. Robinson Worldwide, Inc.",-0.004473874598644234,-0.0044839123251479325,,,,,-52.88307457836936,0.08842319754417988,0.05739261925292743
2025-03-06,95.63142143389695,96.69801199533917,94.87795166457059,96.01304626464844,1063600,0.0,0.0,CHRW,39.392113,4.82,22522.535936,16232.763392,75.604,0.903,203.34,84.68,Industrials,Integrated Freight & Logistics,"C.H. Robinson Worldwide, Inc.",0.0021448215626953537,0.002142524716557866,,,,,-52.78201718075714,0.09021090185016178,0.03970931903672878
2025-03-07,96.30847268341714,101.63596183347752,96.19030007727709,100.8875503540039,1709000,0.62,0.0,CHRW,39.392113,4.82,22522.535936,16232.763392,75.604,0.903,203.34,84.68,Industrials,Integrated Freight & Logistics,"C.H. Robinson Worldwide, Inc.",0.0507691848034848,0.0495224529362529,,,,,-50.38479868495923,0.1326176719488924,0.08003724115522563
2025-03-10,100.24747651568131,103.66455009747102,99.87326699285623,100.0111312866211,2159500,0.0,0.0,CHRW,39.392113,4.82,22522.535936,16232.763392,75.604,0.903,203.34,84.68,Industrials,Integrated Freight & Logistics,"C.H. Robinson Worldwide, Inc.",-0.008687088390069486,-0.008725041101315261,,,,,-50.81581032427408,0.12499308056085622,0.10818680563366201
2025-03-11,100.15884287209465,100.8777131127923,95.96380906580065,96.5546646118164,1665800,0.0,0.0,CHRW,39.392113,4.82,22522.535936,16232.763392,75.604,0.903,203.34,84.68,Industrials,Integrated Freight & Logistics,"C.H. Robinson Worldwide, Inc.",-0.03456081968414926,-0.035172172038306485,,,,,-52.515656234967835,0.09492282419314693,0.07733788225296492
2025-03-12,96.83039287345409,96.85993414804932,93.62995789960527,94.71318054199219,1325600,0.0,0.0,CHRW,39.392113,4.82,22522.535936,16232.763392,75.604,0.903,203.34,84.68,Industrials,Integrated Freight & Logistics,"C.H. Robinson Worldwide, Inc.",-0.019071932746363207,-0.019256148044460235,,,,,-53.421274445759714,0.07890244752343815,0.05608043089766181
2025-03-13,95.491139871798,96.0721383467504,94.56547313484644,94.8510513305664,1164800,0.0,0.0,CHRW,39.392113,4.82,22522.535936,16232.763392,75.604,0.903,203.34,84.68,Industrials,Integrated Freight & Logistics,"C.H. Robinson Worldwide, Inc.",0.0014556663368843203,0.0014546078816893772,,,,,-53.35347136295544,0.08010188334854393,0.046032817205913595
2025-03-14,95.02830510878634,97.01749534004064,94.48669000191376,96.87963104248047,1231200,0.0,0.0,CHRW,39.392113,4.82,22522.535936,16232.763392,75.604,0.903,203.34,84.68,Industrials,Integrated Freight & Logistics,"C.H. Robinson Worldwide, Inc.",0.021387002921498866,0.021161510381989757,,,,,-52.355841918717196,0.09774993777482785,0.05018183181494395
2025-03-17,97.06673012018587,99.77479046975415,96.63343806008204,99.45967102050781,1122800,0.0,0.0,CHRW,39.392113,4.82,22522.535936,16232.763392,75.604,0.903,203.34,84.68,Industrials,Integrated Freight & Logistics,"C.H. Robinson Worldwide, Inc.",0.026631397645352717,0.02628295478445929,,,,,-51.0870113993765,0.12019553638098399,0.043408440495382346
2025-03-18,99.2331829371961,99.44982898371497,98.14996021764264,98.53401184082031,988400,0.0,0.0,CHRW,39.392113,4.82,22522.535936,16232.763392,75.604,0.903,203.34,84.68,Industrials,Integrated Freight & Logistics,"C.H. Robinson Worldwide, Inc.",-0.009306879564247028,-0.009350459172056784,,,,,-51.5422386934099,0.11214257031444454,0.03501043502168235
2025-03-19,98.36659701310963,98.54385216967836,96.87962361706303,97.79544067382812,1130600,0.0,0.0,CHRW,39.392113,4.82,22522.535936,16232.763392,75.604,0.903,203.34,84.68,Industrials,Integrated Freight & Logistics,"C.H. Robinson Worldwide, Inc.",-0.007495596223011103,-0.007523829375734621,,,,,-51.90545850603515,0.10571721563096324,0.043895824741623866
2025-03-20,97.14551027103325,97.84468130282455,95.67823606383854,97.78559875488281,1558000,0.0,0.0,CHRW,39.392113,4.82,22522.535936,16232.763392,75.604,0.903,203.34,84.68,Industrials,Integrated Freight & Logistics,"C.H. Robinson Worldwide, Inc.",-0.00010063780967195513,-0.00010064287399610076,,,,,-51.910298635348276,0.10563159379407616,0.07060198202926805
2025-03-21,96.94855822985578,98.75065111536415,96.61374709949834,98.4256820678711,7028800,0.0,0.0,CHRW,39.392113,4.82,22522.535936,16232.763392,75.604,0.903,203.34,84.68,Industrials,Integrated Freight & Logistics,"C.H. Robinson Worldwide, Inc.",0.006545783030819985,0.00652445242615114,,,,,-51.59551388419834,0.11120013274703393,0.4124457941238956
2025-03-24,98.77034616471006,99.4202767193975,98.40598626191981,98.94760131835938,1331300,0.0,0.0,CHRW,39.392113,4.82,22522.535936,16232.763392,75.604,0.903,203.34,84.68,Industrials,Integrated Freight & Logistics,"C.H. Robinson Worldwide, Inc.",0.005302673443790651,0.005288663774940973,,,,,-51.33884070111174,0.11574067866921098,0.05643659630837676
2025-03-25,98.68171861518931,99.48921267654514,97.79544281295966,98.47492218017578,1400400,0.0,0.0,CHRW,39.392113,4.82,22522.535936,16232.763392,75.604,0.903,203.34,84.68,Industrials,Integrated Freight & Logistics,"C.H. Robinson Worldwide, Inc.",-0.004777065152522186,-0.004788511797051483,,,,,-51.5712982294798,0.1116285074255372,0.06075432084879841
2025-03-26,98.73095923548414,100.64136761989174,98.73095923548414,100.32624816894531,1075600,0.0,0.0,CHRW,39.392113,4.82,22522.535936,16232.763392,75.604,0.903,203.34,84.68,Industrials,Integrated Freight & Logistics,"C.H. Robinson Worldwide, Inc.",0.018799974123180574,0.018625438723852215,,,,,-50.660839889374785,0.1277345059321331,0.04045914095402342
2025-03-27,100.32624217680954,101.36023180477363,99.50890608016658,100.1292953491211,1082900,0.0,0.0,CHRW,39.392113,4.82,22522.535936,16232.763392,75.604,0.903,203.34,84.68,Industrials,Integrated Freight & Logistics,"C.H. Robinson Worldwide, Inc.",-0.0019631235436269323,-0.0019650529962334635,,,,,-50.757698756210736,0.12602107359163695,0.04091528262037766
2025-03-28,100.4247274679999,100.96633502420052,99.24302391139449,99.58768463134766,1218400,0.0,0.0,CHRW,39.392113,4.82,22522.535936,16232.763392,75.604,0.903,203.34,84.68,Industrials,Integrated Freight & Logistics,"C.H. Robinson Worldwide, Inc.",-0.00540911344562045,-0.0054237956688964455,,,,,-51.02405594996181,0.12130921762216876,0.04938202176982966
2025-03-31,99.29226946627678,101.28145966127835,99.09531510689406,100.83832550048828,1662600,0.0,0.0,CHRW,39.392113,4.82,22522.535936,16232.763392,75.604,0.903,203.34,84.68,Industrials,Integrated Freight & Logistics,"C.H. Robinson Worldwide, Inc.",0.012558188030681094,0.012479988007171459,,,98.11302032470704,,-50.409006835601325,0.13218943001742306,0.07713792974168635
2025-04-01,100.28685038446132,101.38977214325628,99.2528682790659,101.19282531738281,1244900,0.0,0.0,CHRW,39.392113,4.82,22522.535936,16232.763392,75.604,0.903,203.34,84.68,Industrials,Integrated Freight & Logistics,"C.H. Robinson Worldwide, Inc.",0.003515526612873243,0.0035093615938243295,,,98.36075592041016,,-50.23466837937306,0.13527347548328217,0.051037878503855334
2025-04-02,100.92694593076305,101.42917013898602,99.81418201160268,101.25191497802734,1176100,0.0,0.0,CHRW,39.392113,4.82,22522.535936,16232.763392,75.604,0.903,203.34,84.68,Industrials,Integrated Freight & Logistics,"C.H. Robinson Worldwide, Inc.",0.0005839313257556267,0.0005837609041987904,,,98.63297386169434,,-50.20560884330316,0.1357875383721895,0.04673889951136605
2025-04-03,98.90821007602558,100.15883822930086,92.68459555689257,93.32467651367188,1683000,0.0,0.0,CHRW,39.392113,4.82,22522.535936,16232.763392,75.604,0.903,203.34,84.68,Industrials,Integrated Freight & Logistics,"C.H. Robinson Worldwide, Inc.",-0.07459959965102526,-0.08152706061081545,,,98.49855537414551,,-54.104122890886266,0.06682286567659504,0.07841262700108724
2025-04-04,91.8475606640573,92.79292657017233,89.44477756571683,89.5531005859375,1524700,0.0,0.0,CHRW,39.392113,4.82,22522.535936,16232.763392,75.604,0.903,203.34,84.68,Industrials,Integrated Freight & Logistics,"C.H. Robinson Worldwide, Inc.",-0.04041349050035925,-0.04125280657765213,,,97.93183288574218,,-55.958935484441085,0.03401125031112586,0.06852122620877542
2025-04-07,87.83963038683986,90.75449478800711,85.15126913270409,87.81008911132812,2133600,0.0,0.0,CHRW,39.392113,4.82,22522.535936,16232.763392,75.604,0.903,203.34,84.68,Industrials,Integrated Freight & Logistics,"C.H. Robinson Worldwide, Inc.",-0.01946344083236662,-0.0196553477913524,,,97.32178077697753,,-56.81612613783411,0.018847556624906663,0.10656843999550107
2025-04-08,89.37583099608088,89.77957422290434,84.47177714071483,85.64363098144531,1976900,0.0,0.0,CHRW,39.392113,4.82,22522.535936,16232.763392,75.604,0.903,203.34,84.68,Industrials,Integrated Freight & Logistics,"C.H. Robinson Worldwide, Inc.",-0.024672086679425997,-0.02498154317320426,,,96.77622909545899,,-57.88156241691487,0.0,0.09677701545882852
