date,open,high,low,close,volume,dividends,stock_splits,ticker,pe_ratio,eps,market_cap_usd_m,revenue_ttm_usd_m,debt_to_equity,beta,52w_high,52w_low,sector,industry,long_name,daily_return,log_return,rolling_vol_30d,rolling_vol_60d,sma_20,sma_50,price_vs_52w_high_pct,close_norm,volume_norm
2025-03-04,39.43052835216525,40.20143788341269,38.16471434005958,38.38361740112305,6031400,0.0,0.0,CPB,12.932989,1.94,7480.187904,10158.000128,184.567,-0.064,43.85,25.02,Consumer Defensive,Packaged Foods,The Campbell's Company,,,,,,,-12.466094866310044,0.8849120893142463,0.17649858491768725
2025-03-05,36.508690601401774,37.91726319050495,36.232685556285745,37.28911590576172,7640500,0.0,0.0,CPB,12.932989,1.94,7480.187904,10158.000128,184.567,-0.064,43.85,25.02,Consumer Defensive,Packaged Foods,The Campbell's Company,-0.02851480838617637,-0.02892925308696672,,,,,-14.96210739849095,0.8075134050408942,0.24487723204800232
2025-03-06,37.127316205449404,38.04098789807174,37.127316205449404,37.86967468261719,4362500,0.0,0.0,CPB,12.932989,1.94,7480.187904,10158.000128,184.567,-0.064,43.85,25.02,Consumer Defensive,Packaged Foods,The Campbell's Company,0.01556912151853318,0.015449166209853694,,,,,-13.638142114898095,0.8485681552284448,0.10557873891943804
2025-03-07,37.8887097970918,41.54338566705556,37.8887097970918,39.79218673706055,6630900,0.0,0.0,CPB,12.932989,1.94,7480.187904,10158.000128,184.567,-0.064,43.85,25.02,Consumer Defensive,Packaged Foods,The Campbell's Company,0.05076653207495929,0.049519928374329725,,,,,-9.253850086520991,0.9845203710492659,0.20197431604354885
2025-03-10,40.24902012394867,41.73372978982378,39.96349931363377,40.011085510253906,5124200,0.0,0.0,CPB,12.932989,1.94,7480.187904,10158.000128,184.567,-0.064,43.85,25.02,Consumer Defensive,Packaged Foods,The Campbell's Company,0.0055010491039308995,0.005485973595446464,,,,,-8.754651059854265,1.0,0.13794715326233842
2025-03-11,39.96349895227998,40.17287894163416,37.983881241554286,38.03146743774414,4484700,0.0,0.0,CPB,12.932989,1.94,7480.187904,10158.000128,184.567,-0.064,43.85,25.02,Consumer Defensive,Packaged Foods,The Campbell's Company,-0.049476739940045755,-0.05074264595911786,,,,,-13.269173460104586,0.8600094793608094,0.11077162356260783
2025-03-12,37.298632261173374,37.527051109371456,36.39448354815011,36.718074798583984,3799600,0.0,0.0,CPB,12.932989,1.94,7480.187904,10158.000128,184.567,-0.064,43.85,25.02,Consumer Defensive,Packaged Foods,The Campbell's Company,-0.03453436660865439,-0.035144772370224724,,,,,-16.26436762010494,0.7671317056564053,0.0816583234886666
2025-03-13,36.794209436042074,37.30814908580898,36.299304991517744,36.613380432128906,2978200,0.0,0.0,CPB,12.932989,1.94,7480.187904,10158.000128,184.567,-0.064,43.85,25.02,Consumer Defensive,Packaged Foods,The Campbell's Company,-0.0028513032622047296,-0.0028553759708785714,,,,,-16.503123301872506,0.7597281468227282,0.04675295977426675
2025-03-14,36.451584478256386,36.77517571928923,36.242204473301705,36.565792083740234,2532000,0.0,0.0,CPB,12.932989,1.94,7480.187904,10158.000128,184.567,-0.064,43.85,25.02,Consumer Defensive,Packaged Foods,The Campbell's Company,-0.0012997529271269181,-0.0013005983385927901,,,,,-16.611648611766856,0.7563628928074203,0.027791706682758092
2025-03-17,36.47062104171989,37.469945795736066,36.47062104171989,37.1273193359375,3042500,0.0,0.0,CPB,12.932989,1.94,7480.187904,10158.000128,184.567,-0.064,43.85,25.02,Consumer Defensive,Packaged Foods,The Campbell's Company,0.015356627607335804,0.01523990803085405,,,,,-15.3310847527081,0.7960718111486886,0.04948538598176116
2025-03-18,37.165386706046164,37.4413917350156,36.775174076694064,36.927452087402344,3524100,0.0,0.0,CPB,12.932989,1.94,7480.187904,10158.000128,184.567,-0.064,43.85,25.02,Consumer Defensive,Packaged Foods,The Campbell's Company,-0.005383293275948775,-0.005397835412399967,,,,,-15.786882354840722,0.7819380140442368,0.06995096081114388
2025-03-19,36.26123280148476,36.78469184348088,35.985231415497886,36.641929626464844,3963700,0.0,0.0,CPB,12.932989,1.94,7480.187904,10158.000128,184.567,-0.064,43.85,25.02,Consumer Defensive,Packaged Foods,The Campbell's Company,-0.007731983789775354,-0.007762030557393009,,,,,-16.43801681535954,0.7617470294720718,0.08863174713796415
2025-03-20,36.64193436089106,36.75614197090401,35.9281304447698,36.147029876708984,3733400,0.0,0.0,CPB,12.932989,1.94,7480.187904,10158.000128,184.567,-0.064,43.85,25.02,Consumer Defensive,Packaged Foods,The Campbell's Company,-0.013506377933721447,-0.01359841875447856,,,,,-17.566636541142568,0.7267497365120754,0.0788451568489134
2025-03-21,36.19461293071067,36.613380181998004,36.032819133145395,36.24220275878906,10776300,0.0,0.0,CPB,12.932989,1.94,7480.187904,10158.000128,184.567,-0.064,43.85,25.02,Consumer Defensive,Packaged Foods,The Campbell's Company,0.0026329378210241394,0.00262947771240928,,,,,-17.349594620777513,0.7334799747828501,0.3781329412464623
2025-03-24,36.14702834418997,36.6228976014288,36.004269745374906,36.21364974975586,2939500,0.0,0.0,CPB,12.932989,1.94,7480.187904,10158.000128,184.567,-0.064,43.85,25.02,Consumer Defensive,Packaged Foods,The Campbell's Company,-0.0007878386759004874,-0.0007881491838876224,,,,,-17.41470980671412,0.7314608223736654,0.045108404654048494
2025-03-25,36.41351283174575,36.58482604946086,36.004268623419875,36.33737564086914,2716300,0.0,0.0,CPB,12.932989,1.94,7480.187904,10158.000128,184.567,-0.064,43.85,25.02,Consumer Defensive,Packaged Foods,The Campbell's Company,0.0034165540333066513,0.0034107308722356256,,,,,-17.132552700412454,0.7402102130536248,0.035623528611859495
2025-03-26,36.337380837011644,37.3842918677811,36.337380837011644,37.25104904174805,2698600,0.0,0.0,CPB,12.932989,1.94,7480.187904,10158.000128,184.567,-0.064,43.85,25.02,Consumer Defensive,Packaged Foods,The Campbell's Company,0.025144176891280123,0.024833263080364286,,,,,-15.048918946982791,0.8048214715884889,0.03487136774292247
2025-03-27,37.59367042674876,37.75546422767232,37.35573580379465,37.6698112487793,2143800,0.0,0.0,CPB,12.932989,1.94,7480.187904,10158.000128,184.567,-0.064,43.85,25.02,Consumer Defensive,Packaged Foods,The Campbell's Company,0.011241621855049955,0.011178904416862095,,,,,-14.093931017607078,0.8344346278838338,0.011295161523359482
2025-03-28,37.926778201942504,38.22181844729512,37.66029258071711,37.80305480957031,2014600,0.0,0.0,CPB,12.932989,1.94,7480.187904,10158.000128,184.567,-0.064,43.85,25.02,Consumer Defensive,Packaged Foods,The Campbell's Company,0.003537144370356682,0.00353090338771625,,,,,-13.790068849326541,0.8438570693668548,0.005804812129762623
2025-03-31,38.0885727813318,38.6310634013547,37.93629477624807,37.9933967590332,4984000,0.0,0.0,CPB,12.932989,1.94,7480.187904,10158.000128,184.567,-0.064,43.85,25.02,Consumer Defensive,Packaged Foods,The Campbell's Company,0.00503509439704608,0.00502246069941292,,,37.38143329620361,,-13.355993708020064,0.8573172761485632,0.13198935926092759
2025-04-01,38.11712765115486,38.21230368313764,37.30815134757032,37.974369049072266,3104100,0.0,0.0,CPB,12.932989,1.94,7480.187904,10158.000128,184.567,-0.064,43.85,25.02,Consumer Defensive,Packaged Foods,The Campbell's Company,-0.0005008162360848889,-0.0005009416864228446,,,37.36097087860107,,-13.399386433130525,0.8559717140621219,0.05210307578551942
