,ticker,company,end_date,form,filed,cash_usd_m,long_term_debt,net_income_usd_m,operating_income_usd_m,revenue_alt,shares_outstanding,stockholders_equity_usd_m,total_assets_usd_m,total_liabilities_usd_m
1970-01-01 00:00:00.000000005,MRVL,"MARVELL TECHNOLOGY, INC.",2021-01-30,10-K,2024-03-13,748.467,1192811000.0,-277.3,-258.4,2968900000.0,675402000.0,8435.8,10764.924,2329.12
1970-01-01 00:00:00.000000009,MRVL,"MARVELL TECHNOLOGY, INC.",2022-01-29,10-K,2025-03-12,613.5,4548000000.0,-421.0,-347.7,4462400000.0,846700000.0,15702.1,22108.6,6406.5
1970-01-01 00:00:00.000000012,MRVL,"MARVELL TECHNOLOGY, INC.",2023-01-28,10-K,2025-03-12,911.0,4492100000.0,-163.5,238.0,5919600000.0,856100000.0,15637.2,22522.1,6884.9
1970-01-01 00:00:00.000000014,MRVL,"MARVELL TECHNOLOGY, INC.",2024-02-03,10-K,2025-03-12,950.8,4165900000.0,-933.4,-567.7,5507700000.0,865500000.0,14831.4,21228.5,6397.1
1970-01-01 00:00:00.000000015,MRVL,"MARVELL TECHNOLOGY, INC.",2025-02-01,10-K,2025-03-12,948.3,4063800000.0,-885.0,-720.3,5767300000.0,866000000.0,13427.0,20204.5,6777.5
