,ticker,company,end_date,form,filed,cash_usd_m,long_term_debt,net_income_usd_m,operating_income_usd_m,revenue,shares_outstanding,stockholders_equity_usd_m,total_assets_usd_m
1970-01-01 00:00:00.000000057,AZO,"AUTOZONE, INC.",2014-08-30,10-K,2016-10-24,124.485,4343800000.0,1069.744,1830.223,,32304000.0,-1621.857,7497.163
1970-01-01 00:00:00.000000078,AZO,"AUTOZONE, INC.",2016-08-27,10-K,2019-10-28,189.734,,1241.007,2060.395,10635676000.0,29118000.0,-1787.538,8599.787
1970-01-01 00:00:00.000000088,AZO,"AUTOZONE, INC.",2017-08-26,10-K,2020-10-26,293.27,,1280.869,2080.069,10888676000.0,27833000.0,-1428.377,9259.781
1970-01-01 00:00:00.000000097,AZO,"AUTOZONE, INC.",2018-08-25,10-K,2020-10-26,217.824,,1337.536,1810.856,11221077000.0,25742000.0,-1520.355,9346.98
