,ticker,company,end_date,form,filed,cash_usd_m,long_term_debt,net_income_usd_m,operating_income_usd_m,revenue_alt,shares_outstanding,stockholders_equity_usd_m,total_assets_usd_m,total_liabilities_usd_m
1970-01-01 00:00:00.000000005,ZS,"ZSCALER, INC.",2017-07-31,10-K,2020-09-17,87.978,,-35.46,-35.073,125717000.0,32359000.0,-151.142,182.902,133.067
1970-01-01 00:00:00.000000009,ZS,"ZSCALER, INC.",2018-07-31,10-K,2021-09-16,135.579,,-33.646,-34.624,190174000.0,119764.0,240.236,447.781,207.545
1970-01-01 00:00:00.000000013,ZS,"ZSCALER, INC.",2019-07-31,10-K,2022-09-15,78.484,,-28.655,-35.313,302836000.0,127253000.0,308.558,604.162,295.604
1970-01-01 00:00:00.000000017,ZS,"ZSCALER, INC.",2020-07-31,10-K,2023-09-14,141.851,861615000.0,-115.116,-113.956,431269000.0,132817000.0,484.829,1833.458,1348.629
1970-01-01 00:00:00.000000021,ZS,"ZSCALER, INC.",2021-07-31,10-K,2024-09-12,275.898,913538000.0,-262.029,-207.812,673100000.0,138662000.0,528.895,2257.631,1728.736
1970-01-01 00:00:00.000000025,ZS,"ZSCALER, INC.",2022-07-31,10-K,2025-09-11,1013.21,968674000.0,-390.278,-327.429,1090946000.0,143038000.0,573.3,2832.665,2259.365
1970-01-01 00:00:00.000000028,ZS,"ZSCALER, INC.",2023-07-31,10-K,2025-09-11,1262.206,1134159000.0,-202.335,-234.623,1616952000.0,147169000.0,725.112,3608.317,2883.205
1970-01-01 00:00:00.000000030,ZS,"ZSCALER, INC.",2024-07-31,10-K,2025-09-11,1423.08,1142275000.0,-57.706,-121.477,2167771000.0,152490000.0,1274.102,4704.968,3430.866
1970-01-01 00:00:00.000000031,ZS,"ZSCALER, INC.",2025-07-31,10-K,2025-09-11,2389.023,,-41.478,-128.46,2673115000.0,158301000.0,1799.273,6419.888,4620.615
