,ticker,company,end_date,form,filed,cash_usd_m,long_term_debt,net_income_usd_m,operating_income_usd_m,revenue,revenue_alt,shares_outstanding,stockholders_equity_usd_m,total_assets_usd_m,total_liabilities_usd_m
1970-01-01 00:00:00.000000012,AMAT,APPLIED MATERIALS INC /DE,2009-10-25,10-K,2012-12-05,1576.0,201894000.0,-305.0,-394.0,,,1340917000.0,7094.0,9574.0,2479.635
1970-01-01 00:00:00.000000022,AMAT,APPLIED MATERIALS INC /DE,2010-10-31,10-K,2013-12-04,1858.0,206000000.0,938.0,1384.0,,,1328000000.0,7536.0,10943.0,3407.0
1970-01-01 00:00:00.000000032,AMAT,APPLIED MATERIALS INC /DE,2011-10-30,10-K,2014-12-17,5960.0,1900000000.0,1926.0,2398.0,,,1306000000.0,8800.0,13861.0,5061.0
1970-01-01 00:00:00.000000041,AMAT,APPLIED MATERIALS INC /DE,2012-10-28,10-K,2014-12-17,1392.0,1900000000.0,109.0,411.0,,,1197000000.0,7235.0,12102.0,4867.0
1970-01-01 00:00:00.000000062,AMAT,APPLIED MATERIALS INC /DE,2014-10-26,10-K,2017-12-15,3002.0,1947000000.0,1072.0,1520.0,,,1221000000.0,7868.0,13174.0,5306.0
1970-01-01 00:00:00.000000072,AMAT,APPLIED MATERIALS INC /DE,2015-10-25,10-K,2018-12-13,4797.0,3342000000.0,1377.0,1693.0,,,1160000000.0,7613.0,15308.0,7695.0
1970-01-01 00:00:00.000000082,AMAT,APPLIED MATERIALS INC /DE,2016-10-30,10-K,2019-12-13,3406.0,3125000000.0,1721.0,2152.0,10825000000.0,,1078000000.0,7413.0,14570.0,7353.0
1970-01-01 00:00:00.000000092,AMAT,APPLIED MATERIALS INC /DE,2017-10-29,10-K,2020-12-11,5010.0,5304000000.0,3519.0,3936.0,14698000000.0,,1060000000.0,9630.0,19419.0,10070.0
1970-01-01 00:00:00.000000102,AMAT,APPLIED MATERIALS INC /DE,2018-10-28,10-K,2021-12-17,3440.0,5309000000.0,3038.0,4491.0,3759000000.0,16705000000.0,967000000.0,6845.0,17633.0,10788.0
1970-01-01 00:00:00.000000112,AMAT,APPLIED MATERIALS INC /DE,2019-10-27,10-K,2022-12-16,3129.0,5313000000.0,2706.0,3350.0,,14608000000.0,916000000.0,8214.0,19024.0,10810.0
1970-01-01 00:00:00.000000119,AMAT,APPLIED MATERIALS INC /DE,2020-10-25,10-K,2023-12-15,5351.0,,3619.0,4365.0,,17202000000.0,914000000.0,10578.0,22353.0,11775.0
1970-01-01 00:00:00.000000123,AMAT,APPLIED MATERIALS INC /DE,2021-10-31,10-K,2024-12-13,4995.0,,5888.0,6889.0,,23063000000.0,892000000.0,12247.0,25825.0,13578.0
1970-01-01 00:00:00.000000127,AMAT,APPLIED MATERIALS INC /DE,2022-10-30,10-K,2025-12-12,1995.0,,6525.0,7788.0,,25785000000.0,844000000.0,12194.0,26726.0,14532.0
1970-01-01 00:00:00.000000130,AMAT,APPLIED MATERIALS INC /DE,2023-10-29,10-K,2025-12-12,6132.0,,6856.0,7654.0,,26517000000.0,833000000.0,16349.0,30729.0,14380.0
1970-01-01 00:00:00.000000132,AMAT,APPLIED MATERIALS INC /DE,2024-10-27,10-K,2025-12-12,8022.0,,7177.0,7867.0,,27176000000.0,818000000.0,19001.0,34409.0,15408.0
1970-01-01 00:00:00.000000133,AMAT,APPLIED MATERIALS INC /DE,2025-10-26,10-K,2025-12-12,7241.0,,6998.0,8289.0,,28368000000.0,793000000.0,20415.0,36299.0,15884.0
