,ticker,company,end_date,form,filed,cash_usd_m,long_term_debt,net_income_usd_m,operating_income_usd_m,revenue_alt,shares_outstanding,stockholders_equity_usd_m,total_assets_usd_m,total_liabilities_usd_m
1970-01-01 00:00:00.000000000,CRH,CRH public limited company,2021-12-31,10-K,2024-02-29,5783.0,9542000000.0,2630.0,3327.0,29206000000.0,752140338.0,22157.0,45319.0,22279.0
1970-01-01 00:00:00.000000002,CRH,CRH public limited company,2022-12-31,10-K,2025-02-26,5936.0,9542000000.0,3862.0,3809.0,32723000000.0,752140338.0,22157.0,45319.0,22279.0
1970-01-01 00:00:00.000000005,CRH,CRH public limited company,2023-12-31,10-K,2026-02-18,6341.0,11535000000.0,3178.0,4186.0,34949000000.0,734519598.0,20854.0,47469.0,25848.0
1970-01-01 00:00:00.000000007,CRH,CRH public limited company,2024-12-31,10-K,2026-02-18,3720.0,13851000000.0,3492.0,4925.0,35572000000.0,718647277.0,21607.0,50613.0,27763.0
1970-01-01 00:00:00.000000008,CRH,CRH public limited company,2025-12-31,10-K,2026-02-18,4096.0,17533000000.0,3753.0,5440.0,37447000000.0,706946142.0,24004.0,58329.0,32851.0
