,ticker,company,end_date,form,filed,cash_usd_m,long_term_debt,net_income_usd_m,operating_income_usd_m,revenue_alt,stockholders_equity_usd_m,total_assets_usd_m,total_liabilities_usd_m
1970-01-01 00:00:00.000000033,CVNA,CARVANA CO.,2019-12-31,10-K,2022-02-24,76.0,716739000.0,-115.0,,3940000000.0,98.112,2057.748,1865.809
1970-01-01 00:00:00.000000039,CVNA,CARVANA CO.,2020-12-31,10-K,2023-02-23,301.0,1206427000.0,-171.0,,5587000000.0,388.0,3035.0,2233.0
1970-01-01 00:00:00.000000042,CVNA,CARVANA CO.,2021-12-31,10-K,2024-02-22,403.0,2742000000.0,-135.0,,12814000000.0,306.0,7015.0,6490.0
1970-01-01 00:00:00.000000045,CVNA,CARVANA CO.,2022-12-31,10-K,2025-02-19,434.0,6482000000.0,-1587.0,-2351.0,13604000000.0,-518.0,8698.0,9751.0
1970-01-01 00:00:00.000000048,CVNA,CARVANA CO.,2023-12-31,10-K,2026-02-18,530.0,5176000000.0,450.0,-80.0,10771000000.0,243.0,7071.0,7455.0
1970-01-01 00:00:00.000000050,CVNA,CARVANA CO.,2024-12-31,10-K,2026-02-18,1716.0,5297000000.0,210.0,990.0,13673000000.0,1260.0,8484.0,7109.0
1970-01-01 00:00:00.000000051,CVNA,CARVANA CO.,2025-12-31,10-K,2026-02-18,2327.0,4918000000.0,1407.0,1881.0,20322000000.0,3441.0,13201.0,8998.0
