,ticker,company,end_date,form,filed,cash_usd_m,long_term_debt,net_income_usd_m,operating_income_usd_m,revenue,revenue_alt,shares_outstanding,stockholders_equity_usd_m,total_assets_usd_m
1970-01-01 00:00:00.000000111,MTCH,"Match Group, Inc.",2020-12-31,10-K,2023-02-24,739.164,3534706000.0,,745.715,2391269000.0,2391269000.0,267329284.0,-1414.417,3046.454
1970-01-01 00:00:00.000000120,MTCH,"Match Group, Inc.",2021-12-31,10-K,2025-02-27,815.384,3829421000.0,,851.679,2983277000.0,2983277000.0,283470334.0,-203.769,5063.288
1970-01-01 00:00:00.000000124,MTCH,"Match Group, Inc.",2022-12-31,10-K,2026-02-26,572.395,3835726000.0,,515.005,3188843000.0,3188843000.0,279625364.0,-359.875,4182.764
1970-01-01 00:00:00.000000127,MTCH,"Match Group, Inc.",2023-12-31,10-K,2026-02-26,862.44,3842242000.0,,916.896,3364504000.0,3364504000.0,268890470.0,-19.548,4507.886
1970-01-01 00:00:00.000000129,MTCH,"Match Group, Inc.",2024-12-31,10-K,2026-02-26,965.993,3848983000.0,,823.312,3479373000.0,3479373000.0,251460397.0,-63.659,4465.771
1970-01-01 00:00:00.000000130,MTCH,"Match Group, Inc.",2025-12-31,10-K,2026-02-26,1027.838,3549099000.0,,872.529,3487197000.0,3487197000.0,232530646.0,-253.504,4460.811
