,ticker,company,end_date,form,filed,cash_usd_m,long_term_debt,net_income_usd_m,operating_income_usd_m,revenue,shares_outstanding,stockholders_equity_usd_m,total_assets_usd_m
1970-01-01 00:00:00.000000013,CF,"CF INDUSTRIES HOLDINGS, INC.",2010-12-31,10-K,2014-02-27,797.7,1954100000.0,349.2,895.7,,71267185.0,4050.4,8754.0
1970-01-01 00:00:00.000000016,CF,"CF INDUSTRIES HOLDINGS, INC.",2011-12-31,10-K,2014-02-27,1207.0,1613000000.0,1539.2,2790.5,,65419989.0,4547.0,8974.5
1970-01-01 00:00:00.000000037,CF,"CF INDUSTRIES HOLDINGS, INC.",2016-12-31,10-K,2020-02-24,1169.0,5778000000.0,,138.0,3685000000.0,233114169.0,3348.0,15131.0
1970-01-01 00:00:00.000000044,CF,"CF INDUSTRIES HOLDINGS, INC.",2017-12-31,10-K,2021-02-24,835.0,4692000000.0,,234.0,4130000000.0,233287089.0,3579.0,13463.0
1970-01-01 00:00:00.000000054,CF,"CF INDUSTRIES HOLDINGS, INC.",2018-12-31,10-K,2022-02-24,682.0,4698000000.0,,766.0,4429000000.0,222818495.0,2958.0,12661.0
1970-01-01 00:00:00.000000060,CF,"CF INDUSTRIES HOLDINGS, INC.",2019-12-31,10-K,2022-02-24,287.0,3957000000.0,,1003.0,4590000000.0,216023826.0,2897.0,12172.0
