,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue,revenue_alt,shares_outstanding,stockholders_equity,total_assets,total_liabilities
19,APP,AppLovin Corporation,2025-12-31,10-K,2026-02-19,2487096000.0,3512987000.0,3333751000.0,4151914000.0,5480717000.0,5480717000.0,338313000.0,2134671000.0,7259610000.0,5124939000.0
17,APP,AppLovin Corporation,2024-12-31,10-K,2025-02-27,741411000.0,3508983000.0,1579776000.0,1873459000.0,4709248000.0,4709248000.0,340041739.0,1089818000.0,5869259000.0,4779441000.0
18,APP,AppLovin Corporation,2024-12-31,10-K,2026-02-19,697030000.0,3508983000.0,1579776000.0,1910956000.0,3224058000.0,3224058000.0,340042000.0,1089818000.0,5869259000.0,4779441000.0
14,APP,AppLovin Corporation,2023-12-31,10-K,2024-02-26,502152000.0,3120906000.0,356711000.0,648207000.0,3283087000.0,3283087000.0,339886712.0,1256329000.0,5359187000.0,4102858000.0
15,APP,AppLovin Corporation,2023-12-31,10-K,2025-02-27,502152000.0,3120906000.0,356711000.0,648207000.0,3283087000.0,3283087000.0,339886712.0,1256329000.0,5359187000.0,4102858000.0
16,APP,AppLovin Corporation,2023-12-31,10-K,2026-02-19,,,356711000.0,772411000.0,1841762000.0,1841762000.0,,1256329000.0,,
10,APP,AppLovin Corporation,2022-12-31,10-K,2023-02-28,1080484000.0,3211722000.0,-192746000.0,-47791000.0,2817058000.0,2817058000.0,373873683.0,1902677000.0,5847846000.0,3945169000.0
11,APP,AppLovin Corporation,2022-12-31,10-K,2024-02-26,1080484000.0,,-192746000.0,-47791000.0,2817058000.0,2817058000.0,373873683.0,1902677000.0,5847846000.0,3945169000.0
12,APP,AppLovin Corporation,2022-12-31,10-K,2025-02-27,,,-192746000.0,-47791000.0,2817058000.0,2817058000.0,,1902677000.0,,
13,APP,AppLovin Corporation,2022-12-31,10-K,2026-02-19,,,,,,,,1902677000.0,,
6,APP,AppLovin Corporation,2021-12-31,10-K,2022-03-11,1520504000.0,3227644000.0,35446000.0,150016000.0,2793104000.0,2793104000.0,375089360.0,2138090000.0,6163579000.0,4025288000.0
7,APP,AppLovin Corporation,2021-12-31,10-K,2023-02-28,1520504000.0,,35446000.0,150016000.0,2793104000.0,2793104000.0,375089360.0,2138090000.0,6163579000.0,4025288000.0
8,APP,AppLovin Corporation,2021-12-31,10-K,2024-02-26,,,35446000.0,150016000.0,2793104000.0,2793104000.0,,2138090000.0,,
9,APP,AppLovin Corporation,2021-12-31,10-K,2025-02-27,,,,,,,,2138090000.0,,
3,APP,AppLovin Corporation,2020-12-31,10-K,2022-03-11,317235000.0,,-125187000.0,-62042000.0,1451086000.0,1451086000.0,226364401.0,-158545000.0,2154593000.0,2312829000.0
4,APP,AppLovin Corporation,2020-12-31,10-K,2023-02-28,,,-125187000.0,-62042000.0,1451086000.0,1451086000.0,,-158545000.0,,
5,APP,AppLovin Corporation,2020-12-31,10-K,2024-02-26,,,,,,,,-158545000.0,,
1,APP,AppLovin Corporation,2019-12-31,10-K,2022-03-11,,,119040000.0,194371000.0,994104000.0,994104000.0,,-256567000.0,,
2,APP,AppLovin Corporation,2019-12-31,10-K,2023-02-28,,,,,,,,-256567000.0,,
0,APP,AppLovin Corporation,2018-12-31,10-K,2022-03-11,,,,,,,,-378355000.0,,
