,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue,revenue_alt,shares_outstanding,stockholders_equity,total_assets,total_liabilities
58,A,"AGILENT TECHNOLOGIES, INC.",2025-10-31,10-K,2025-12-22,1789000000.0,3050000000.0,1303000000.0,1479000000.0,,6948000000.0,283054377.0,6741000000.0,12727000000.0,5986000000.0
56,A,"AGILENT TECHNOLOGIES, INC.",2024-10-31,10-K,2024-12-20,1329000000.0,3345000000.0,1289000000.0,1488000000.0,,6510000000.0,285193011.0,5898000000.0,11846000000.0,5948000000.0
57,A,"AGILENT TECHNOLOGIES, INC.",2024-10-31,10-K,2025-12-22,1329000000.0,3345000000.0,1289000000.0,1488000000.0,,6510000000.0,285193011.0,5898000000.0,11846000000.0,5948000000.0
53,A,"AGILENT TECHNOLOGIES, INC.",2023-10-31,10-K,2023-12-20,1590000000.0,2735000000.0,1240000000.0,1350000000.0,,6833000000.0,292123241.0,5845000000.0,10763000000.0,4918000000.0
54,A,"AGILENT TECHNOLOGIES, INC.",2023-10-31,10-K,2024-12-20,1590000000.0,2735000000.0,1240000000.0,1350000000.0,,6833000000.0,292123241.0,5845000000.0,10763000000.0,4918000000.0
55,A,"AGILENT TECHNOLOGIES, INC.",2023-10-31,10-K,2025-12-22,1590000000.0,,1240000000.0,1350000000.0,,6833000000.0,,,,
50,A,"AGILENT TECHNOLOGIES, INC.",2022-10-31,10-K,2022-12-21,1053000000.0,2733000000.0,1254000000.0,1618000000.0,,6848000000.0,295000000.0,5305000000.0,10532000000.0,5227000000.0
51,A,"AGILENT TECHNOLOGIES, INC.",2022-10-31,10-K,2023-12-20,1053000000.0,2733000000.0,1254000000.0,1618000000.0,,6848000000.0,295259092.0,5305000000.0,10532000000.0,5227000000.0
52,A,"AGILENT TECHNOLOGIES, INC.",2022-10-31,10-K,2024-12-20,1053000000.0,,1254000000.0,1618000000.0,,6848000000.0,,,,
47,A,"AGILENT TECHNOLOGIES, INC.",2021-10-31,10-K,2021-12-17,1484000000.0,,,1347000000.0,,6319000000.0,302000000.0,5389000000.0,10705000000.0,5316000000.0
48,A,"AGILENT TECHNOLOGIES, INC.",2021-10-31,10-K,2022-12-21,1484000000.0,2729000000.0,1210000000.0,1347000000.0,,6319000000.0,302000000.0,5389000000.0,10705000000.0,5316000000.0
49,A,"AGILENT TECHNOLOGIES, INC.",2021-10-31,10-K,2023-12-20,1484000000.0,,1210000000.0,1347000000.0,,6319000000.0,,,,
44,A,"AGILENT TECHNOLOGIES, INC.",2020-10-31,10-K,2020-12-18,1441000000.0,,,846000000.0,,5339000000.0,306000000.0,4873000000.0,9627000000.0,4754000000.0
45,A,"AGILENT TECHNOLOGIES, INC.",2020-10-31,10-K,2021-12-17,1441000000.0,,,846000000.0,,5339000000.0,306000000.0,4873000000.0,9627000000.0,4754000000.0
46,A,"AGILENT TECHNOLOGIES, INC.",2020-10-31,10-K,2022-12-21,1441000000.0,,719000000.0,846000000.0,,5339000000.0,,,,
41,A,"AGILENT TECHNOLOGIES, INC.",2019-10-31,10-K,2019-12-19,1382000000.0,,,941000000.0,,5163000000.0,,4748000000.0,9452000000.0,4704000000.0
42,A,"AGILENT TECHNOLOGIES, INC.",2019-10-31,10-K,2020-12-18,1382000000.0,,,941000000.0,,5163000000.0,309000000.0,4748000000.0,9452000000.0,4704000000.0
43,A,"AGILENT TECHNOLOGIES, INC.",2019-10-31,10-K,2021-12-17,1382000000.0,,,941000000.0,,5163000000.0,,,,
40,A,"AGILENT TECHNOLOGIES, INC.",2018-11-01,10-K,2019-12-19,2247000000.0,,,,,,,4593000000.0,8558000000.0,3961000000.0
37,A,"AGILENT TECHNOLOGIES, INC.",2018-10-31,10-K,2018-12-20,2247000000.0,,,928000000.0,,4914000000.0,,4567000000.0,8541000000.0,3970000000.0
38,A,"AGILENT TECHNOLOGIES, INC.",2018-10-31,10-K,2019-12-19,2247000000.0,,,904000000.0,,4914000000.0,,4567000000.0,8541000000.0,3970000000.0
39,A,"AGILENT TECHNOLOGIES, INC.",2018-10-31,10-K,2020-12-18,2247000000.0,,,904000000.0,,4914000000.0,,,,
34,A,"AGILENT TECHNOLOGIES, INC.",2017-10-31,10-K,2017-12-21,2678000000.0,,,841000000.0,4472000000.0,,,4831000000.0,8426000000.0,3591000000.0
35,A,"AGILENT TECHNOLOGIES, INC.",2017-10-31,10-K,2018-12-20,2678000000.0,,,841000000.0,,4472000000.0,,4831000000.0,8426000000.0,3591000000.0
36,A,"AGILENT TECHNOLOGIES, INC.",2017-10-31,10-K,2019-12-19,2678000000.0,,,807000000.0,,4472000000.0,,,,
31,A,"AGILENT TECHNOLOGIES, INC.",2016-10-31,10-K,2016-12-20,2289000000.0,,,615000000.0,4202000000.0,,,4243000000.0,7802000000.0,3556000000.0
32,A,"AGILENT TECHNOLOGIES, INC.",2016-10-31,10-K,2017-12-21,2289000000.0,,,615000000.0,4202000000.0,,,4243000000.0,7794000000.0,3548000000.0
33,A,"AGILENT TECHNOLOGIES, INC.",2016-10-31,10-K,2018-12-20,2289000000.0,,,615000000.0,,4202000000.0,,,,
27,A,"AGILENT TECHNOLOGIES, INC.",2015-10-31,10-K,2015-12-21,2003000000.0,,,522000000.0,4038000000.0,,,4167000000.0,7479000000.0,3309000000.0
28,A,"AGILENT TECHNOLOGIES, INC.",2015-10-31,10-K,2016-12-20,2003000000.0,,,522000000.0,4038000000.0,,,4167000000.0,7479000000.0,3309000000.0
29,A,"AGILENT TECHNOLOGIES, INC.",2015-10-31,10-K,2017-12-21,2003000000.0,,,522000000.0,4038000000.0,,,,,
30,A,"AGILENT TECHNOLOGIES, INC.",2015-10-31,10-K,2018-12-20,2003000000.0,,,,,,,,,
24,A,"AGILENT TECHNOLOGIES, INC.",2014-10-31,10-K,2014-12-22,3028000000.0,,,831000000.0,,,,5298000000.0,10831000000.0,5530000000.0
25,A,"AGILENT TECHNOLOGIES, INC.",2014-10-31,10-K,2015-12-21,2218000000.0,,,419000000.0,4048000000.0,,,5301000000.0,10815000000.0,5511000000.0
26,A,"AGILENT TECHNOLOGIES, INC.",2014-10-31,10-K,2016-12-20,,,,419000000.0,4048000000.0,,,,,
21,A,"AGILENT TECHNOLOGIES, INC.",2013-10-31,10-K,2013-12-19,2675000000.0,,,951000000.0,,,,5286000000.0,10686000000.0,5397000000.0
22,A,"AGILENT TECHNOLOGIES, INC.",2013-10-31,10-K,2014-12-22,2675000000.0,,,951000000.0,,,,5286000000.0,10686000000.0,5397000000.0
23,A,"AGILENT TECHNOLOGIES, INC.",2013-10-31,10-K,2015-12-21,,,,386000000.0,3894000000.0,,,,,
18,A,"AGILENT TECHNOLOGIES, INC.",2012-10-31,10-K,2012-12-20,2351000000.0,,,1119000000.0,6858000000.0,,,5182000000.0,10536000000.0,5351000000.0
19,A,"AGILENT TECHNOLOGIES, INC.",2012-10-31,10-K,2013-12-19,2351000000.0,,,1119000000.0,,,,5182000000.0,10536000000.0,5351000000.0
20,A,"AGILENT TECHNOLOGIES, INC.",2012-10-31,10-K,2014-12-22,2351000000.0,,,1119000000.0,,,,,,
14,A,"AGILENT TECHNOLOGIES, INC.",2011-10-31,10-K,2011-12-16,3527000000.0,,,1071000000.0,6615000000.0,,,4308000000.0,9057000000.0,4741000000.0
15,A,"AGILENT TECHNOLOGIES, INC.",2011-10-31,10-K,2012-12-20,3527000000.0,,,1071000000.0,6615000000.0,,,4308000000.0,9057000000.0,4741000000.0
16,A,"AGILENT TECHNOLOGIES, INC.",2011-10-31,10-K,2013-12-19,3527000000.0,,,1071000000.0,,,,,,
17,A,"AGILENT TECHNOLOGIES, INC.",2011-10-31,10-K,2014-12-22,3527000000.0,,,,,,,,,
