,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue,revenue_alt,shares_outstanding,stockholders_equity,total_assets,total_liabilities
118,AON,Aon plc,2025-12-31,10-K,2026-02-13,1195000000.0,15249000000.0,3695000000.0,4344000000.0,,17181000000.0,,9352000000.0,50784000000.0,41236000000.0
116,AON,Aon plc,2024-12-31,10-K,2025-02-18,1085000000.0,17016000000.0,2654000000.0,3835000000.0,,15698000000.0,,6121000000.0,48965000000.0,42535000000.0
117,AON,Aon plc,2024-12-31,10-K,2026-02-13,1085000000.0,,2654000000.0,3835000000.0,,15698000000.0,,6121000000.0,48965000000.0,42535000000.0
113,AON,Aon plc,2023-12-31,10-K,2024-02-16,778000000.0,11199000000.0,2564000000.0,3785000000.0,,13376000000.0,,-826000000.0,33959000000.0,34701000000.0
114,AON,Aon plc,2023-12-31,10-K,2025-02-18,778000000.0,,2564000000.0,3785000000.0,,13376000000.0,,-826000000.0,33959000000.0,34701000000.0
115,AON,Aon plc,2023-12-31,10-K,2026-02-13,778000000.0,,2564000000.0,3785000000.0,,13376000000.0,,,,
110,AON,Aon plc,2022-12-31,10-K,2023-02-17,690000000.0,10770000000.0,2589000000.0,3669000000.0,,12479000000.0,,-529000000.0,32704000000.0,33133000000.0
111,AON,Aon plc,2022-12-31,10-K,2024-02-16,690000000.0,,2589000000.0,3669000000.0,,12479000000.0,,-529000000.0,32704000000.0,33133000000.0
112,AON,Aon plc,2022-12-31,10-K,2025-02-18,690000000.0,,2589000000.0,3669000000.0,,12479000000.0,,,,
107,AON,Aon plc,2021-12-31,10-K,2022-02-18,544000000.0,9392000000.0,1255000000.0,2090000000.0,,12193000000.0,,1061000000.0,31917000000.0,30759000000.0
108,AON,Aon plc,2021-12-31,10-K,2023-02-17,544000000.0,,1255000000.0,2090000000.0,,12193000000.0,,1061000000.0,31917000000.0,30759000000.0
109,AON,Aon plc,2021-12-31,10-K,2024-02-16,544000000.0,,1255000000.0,2090000000.0,,12193000000.0,,,,
104,AON,Aon plc,2020-12-31,10-K,2021-02-19,884000000.0,7729000000.0,,2781000000.0,,11066000000.0,,3495000000.0,32114000000.0,28531000000.0
105,AON,Aon plc,2020-12-31,10-K,2022-02-18,884000000.0,,1969000000.0,2781000000.0,,11066000000.0,,3495000000.0,32114000000.0,28531000000.0
106,AON,Aon plc,2020-12-31,10-K,2023-02-17,884000000.0,,1969000000.0,2781000000.0,,11066000000.0,,,,
101,AON,Aon plc,2019-12-31,10-K,2020-02-14,790000000.0,7339000000.0,,524000000.0,,2885000000.0,,3375000000.0,29405000000.0,25956000000.0
