,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue,revenue_alt,shares_outstanding,stockholders_equity,total_assets,total_liabilities
133,AMAT,APPLIED MATERIALS INC /DE,2025-10-26,10-K,2025-12-12,7241000000.0,,6998000000.0,8289000000.0,,28368000000.0,793000000.0,20415000000.0,36299000000.0,15884000000.0
131,AMAT,APPLIED MATERIALS INC /DE,2024-10-27,10-K,2024-12-13,8022000000.0,,7177000000.0,7867000000.0,,27176000000.0,818000000.0,19001000000.0,34409000000.0,15408000000.0
132,AMAT,APPLIED MATERIALS INC /DE,2024-10-27,10-K,2025-12-12,8022000000.0,,7177000000.0,7867000000.0,,27176000000.0,818000000.0,19001000000.0,34409000000.0,15408000000.0
128,AMAT,APPLIED MATERIALS INC /DE,2023-10-29,10-K,2023-12-15,6132000000.0,,6856000000.0,7654000000.0,,26517000000.0,833000000.0,16349000000.0,30729000000.0,14380000000.0
129,AMAT,APPLIED MATERIALS INC /DE,2023-10-29,10-K,2024-12-13,6132000000.0,,6856000000.0,7654000000.0,,26517000000.0,833000000.0,16349000000.0,30729000000.0,14380000000.0
130,AMAT,APPLIED MATERIALS INC /DE,2023-10-29,10-K,2025-12-12,6132000000.0,,6856000000.0,7654000000.0,,26517000000.0,,16349000000.0,,
124,AMAT,APPLIED MATERIALS INC /DE,2022-10-30,10-K,2022-12-16,1995000000.0,,6525000000.0,7788000000.0,,25785000000.0,844000000.0,12194000000.0,26726000000.0,14532000000.0
125,AMAT,APPLIED MATERIALS INC /DE,2022-10-30,10-K,2023-12-15,1995000000.0,,6525000000.0,7788000000.0,,25785000000.0,844000000.0,12194000000.0,26726000000.0,14532000000.0
126,AMAT,APPLIED MATERIALS INC /DE,2022-10-30,10-K,2024-12-13,1995000000.0,,6525000000.0,7788000000.0,,25785000000.0,,12194000000.0,,
127,AMAT,APPLIED MATERIALS INC /DE,2022-10-30,10-K,2025-12-12,,,,,,,,12194000000.0,,
120,AMAT,APPLIED MATERIALS INC /DE,2021-10-31,10-K,2021-12-17,4995000000.0,,5888000000.0,6889000000.0,,23063000000.0,892000000.0,12247000000.0,25825000000.0,13578000000.0
121,AMAT,APPLIED MATERIALS INC /DE,2021-10-31,10-K,2022-12-16,4995000000.0,,5888000000.0,6889000000.0,,23063000000.0,892000000.0,12247000000.0,25825000000.0,13578000000.0
122,AMAT,APPLIED MATERIALS INC /DE,2021-10-31,10-K,2023-12-15,4995000000.0,,5888000000.0,6889000000.0,,23063000000.0,,12247000000.0,,
123,AMAT,APPLIED MATERIALS INC /DE,2021-10-31,10-K,2024-12-13,,,,,,,,12247000000.0,,
116,AMAT,APPLIED MATERIALS INC /DE,2020-10-25,10-K,2020-12-11,5351000000.0,5448000000.0,1131000000.0,4365000000.0,,4688000000.0,914000000.0,10578000000.0,22353000000.0,11775000000.0
