,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue,revenue_alt,shares_outstanding,stockholders_equity,total_assets,total_liabilities
127,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2025-12-31,10-K,2026-02-13,160871000.0,1089438000.0,587081000.0,794961000.0,,16232763000.0,118429000.0,1845647000.0,5058381000.0,3212734000.0
125,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2024-12-31,10-K,2025-02-14,145762000.0,1377649000.0,465690000.0,669141000.0,,17724956000.0,118664000.0,1722051000.0,5297926000.0,3575875000.0
126,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2024-12-31,10-K,2026-02-13,145762000.0,1377649000.0,465690000.0,669141000.0,,17724956000.0,118664000.0,1722051000.0,5297926000.0,3575875000.0
122,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2023-12-31,10-K,2024-02-16,145524000.0,1580487000.0,325129000.0,514607000.0,,17596443000.0,116768000.0,1418697000.0,5225280000.0,3806583000.0
123,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2023-12-31,10-K,2025-02-14,145524000.0,1580487000.0,325129000.0,514607000.0,,17596443000.0,116768000.0,1418697000.0,5225280000.0,3806583000.0
124,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2023-12-31,10-K,2026-02-13,,,325129000.0,514607000.0,,17596443000.0,,1418697000.0,5225280000.0,
118,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2022-12-31,10-K,2023-02-17,217482000.0,1973704000.0,940524000.0,1266782000.0,,24696625000.0,116323000.0,1353422000.0,5954564000.0,4601142000.0
119,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2022-12-31,10-K,2024-02-16,217482000.0,1973704000.0,940524000.0,1266782000.0,,24696625000.0,116323000.0,1353422000.0,5954564000.0,4601142000.0
120,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2022-12-31,10-K,2025-02-14,,,940524000.0,1266782000.0,,24696625000.0,,1353422000.0,5954564000.0,
121,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2022-12-31,10-K,2026-02-13,,,,,,,,1353422000.0,,
114,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2021-12-31,10-K,2022-02-23,257413000.0,1918649000.0,844245000.0,1082108000.0,,23102138000.0,129186000.0,2021934000.0,7028112000.0,5006178000.0
115,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2021-12-31,10-K,2023-02-17,257413000.0,1918649000.0,844245000.0,1082108000.0,,23102138000.0,129186000.0,2021934000.0,7028112000.0,5006178000.0
116,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2021-12-31,10-K,2024-02-16,,,844245000.0,1082108000.0,,23102138000.0,,2021934000.0,7028112000.0,
117,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2021-12-31,10-K,2025-02-14,,,,,,,,2021934000.0,,
110,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2020-12-31,10-K,2021-02-19,243796000.0,1093301000.0,506421000.0,673268000.0,,16207106000.0,134298000.0,1879933000.0,5144258000.0,3264325000.0
111,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2020-12-31,10-K,2022-02-23,243796000.0,1093301000.0,506421000.0,673268000.0,,16207106000.0,134298000.0,1879933000.0,5144258000.0,3264325000.0
112,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2020-12-31,10-K,2023-02-17,,,506421000.0,673268000.0,,16207106000.0,,1879933000.0,5144258000.0,
113,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2020-12-31,10-K,2024-02-16,,,,,,,,1879933000.0,,
106,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2019-12-31,10-K,2020-02-19,447858000.0,1235333000.0,99106000.0,136806000.0,,3793326000.0,134895000.0,1670730000.0,4641060000.0,2970330000.0
107,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2019-12-31,10-K,2021-02-19,447858000.0,1235333000.0,576968000.0,789976000.0,,15309508000.0,134895000.0,1670730000.0,4641060000.0,2970330000.0
108,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2019-12-31,10-K,2022-02-23,,,576968000.0,789976000.0,,15309508000.0,,1670730000.0,4641060000.0,
109,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2019-12-31,10-K,2023-02-17,,,,,,,,1670730000.0,,
105,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2019-09-30,10-K,2020-02-19,,,146894000.0,201085000.0,,3856132000.0,,,,
104,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2019-06-30,10-K,2020-02-19,,,169180000.0,227535000.0,,3908840000.0,,,,
103,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2019-03-31,10-K,2020-02-19,,,161788000.0,224550000.0,,3751210000.0,,,,
99,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2018-12-31,10-K,2019-02-25,378615000.0,1346352000.0,187150000.0,255517000.0,,4137908000.0,137284000.0,1595087000.0,4427412000.0,2832325000.0
100,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2018-12-31,10-K,2020-02-19,378615000.0,1346352000.0,187150000.0,255517000.0,,4137908000.0,137284000.0,1595087000.0,4427412000.0,2832325000.0
101,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2018-12-31,10-K,2021-02-19,,,664505000.0,912083000.0,,16631172000.0,,1595087000.0,4427412000.0,
102,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2018-12-31,10-K,2022-02-23,,,,,,,,1595087000.0,,
97,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2018-09-30,10-K,2019-02-25,,,175895000.0,245973000.0,,4291900000.0,,,,
98,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2018-09-30,10-K,2020-02-19,,,175895000.0,245973000.0,,4291900000.0,,,,
95,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2018-06-30,10-K,2019-02-25,,,159163000.0,219008000.0,,4276037000.0,,,,
96,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2018-06-30,10-K,2020-02-19,,,159163000.0,219008000.0,,4276037000.0,,,,
93,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2018-03-31,10-K,2019-02-25,,,142297000.0,191585000.0,,3925327000.0,,,,
94,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2018-03-31,10-K,2020-02-19,,,142297000.0,191585000.0,,3925327000.0,,,,
89,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2017-12-31,10-K,2018-02-28,333890000.0,750000000.0,152556000.0,210876000.0,3959786000.0,,139542000.0,1425745000.0,4235834000.0,2810089000.0
90,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2017-12-31,10-K,2019-02-25,333890000.0,1465000000.0,152556000.0,210876000.0,,3959786000.0,139542000.0,1425745000.0,4235834000.0,2810089000.0
91,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2017-12-31,10-K,2020-02-19,,,504893000.0,775119000.0,,14869380000.0,,1425745000.0,4235834000.0,
92,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2017-12-31,10-K,2021-02-19,,,,,,,,1425745000.0,,
87,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2017-09-30,10-K,2018-02-28,,,119186000.0,194465000.0,3784451000.0,,,,,
88,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2017-09-30,10-K,2019-02-25,,,119186000.0,194465000.0,,3784451000.0,,,,
85,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2017-06-30,10-K,2018-02-28,,,111071000.0,181820000.0,3710018000.0,,,,,
86,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2017-06-30,10-K,2019-02-25,,,111071000.0,181820000.0,,3710018000.0,,,,
83,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2017-03-31,10-K,2018-02-28,,,122080000.0,187958000.0,3415125000.0,,,,,
84,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2017-03-31,10-K,2019-02-25,,,122080000.0,187958000.0,,3415125000.0,,,,
79,CHRW,"C.H. ROBINSON WORLDWIDE, INC.",2016-12-31,10-K,2017-03-01,247666000.0,500000000.0,122303000.0,193565000.0,3414975000.0,,141258000.0,1257847000.0,3687758000.0,2429911000.0
