,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue,revenue_alt,shares_outstanding,stockholders_equity,total_assets,total_liabilities
124,AMT,AMERICAN TOWER CORP /MA/,2025-12-31,10-K,2026-02-24,1474800000.0,,,4845800000.0,10644600000.0,935900000.0,466318000.0,3652500000.0,63190400000.0,52835100000.0
122,AMT,AMERICAN TOWER CORP /MA/,2024-12-31,10-K,2025-02-25,1999600000.0,,,1080100000.0,2547600000.0,774600000.0,467384000.0,3382200000.0,61077400000.0,51428700000.0
123,AMT,AMERICAN TOWER CORP /MA/,2024-12-31,10-K,2026-02-24,1999600000.0,,,4516500000.0,10127200000.0,774600000.0,467384000.0,3382200000.0,61077400000.0,51428700000.0
121,AMT,AMERICAN TOWER CORP /MA/,2024-09-30,10-K,2025-02-25,,,,1139200000.0,2522300000.0,,,,,
120,AMT,AMERICAN TOWER CORP /MA/,2024-06-30,10-K,2025-02-25,,,,1156200000.0,2544700000.0,,,,,
119,AMT,AMERICAN TOWER CORP /MA/,2024-03-31,10-K,2025-02-25,,,,1141000000.0,2512600000.0,,,,,
116,AMT,AMERICAN TOWER CORP /MA/,2023-12-31,10-K,2024-02-27,1973300000.0,,,3024900000.0,11144200000.0,756700000.0,466296000.0,4198200000.0,66027600000.0,55162200000.0
117,AMT,AMERICAN TOWER CORP /MA/,2023-12-31,10-K,2025-02-25,1753700000.0,,,612800000.0,2456100000.0,747300000.0,466296000.0,4198200000.0,66027600000.0,55162200000.0
118,AMT,AMERICAN TOWER CORP /MA/,2023-12-31,10-K,2026-02-24,1753700000.0,,,3125500000.0,10012200000.0,747300000.0,,,,
115,AMT,AMERICAN TOWER CORP /MA/,2023-09-30,10-K,2025-02-25,,,,913000000.0,2521100000.0,,,,,
114,AMT,AMERICAN TOWER CORP /MA/,2023-06-30,10-K,2025-02-25,,,,852700000.0,2514600000.0,,,,,
113,AMT,AMERICAN TOWER CORP /MA/,2023-03-31,10-K,2025-02-25,,,,747000000.0,2520400000.0,,,,,
110,AMT,AMERICAN TOWER CORP /MA/,2022-12-31,10-K,2023-02-23,2028400000.0,38901800000.0,,2352300000.0,10711100000.0,855000000.0,465619000.0,5572400000.0,67194500000.0,54786000000.0
111,AMT,AMERICAN TOWER CORP /MA/,2022-12-31,10-K,2024-02-27,2028400000.0,,,2352300000.0,10711100000.0,855000000.0,465619000.0,5572400000.0,67194500000.0,54786000000.0
112,AMT,AMERICAN TOWER CORP /MA/,2022-12-31,10-K,2025-02-25,1548900000.0,,,2738600000.0,9645400000.0,840700000.0,,,,
