,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue,revenue_alt,shares_outstanding,stockholders_equity,total_assets,total_liabilities
82,CSGP,"CoStar Group, Inc.",2025-12-31,10-K,2026-02-26,1633000000.0,140000000.0,7000000.0,-72000000.0,,3247000000.0,417900000.0,8334000000.0,10538000000.0,2167000000.0
80,CSGP,"CoStar Group, Inc.",2024-12-31,10-K,2025-02-20,4700000000.0,1000000000.0,138700000.0,4700000.0,,2736200000.0,409500000.0,7553500000.0,9256800000.0,1703300000.0
81,CSGP,"CoStar Group, Inc.",2024-12-31,10-K,2026-02-26,4681000000.0,,139000000.0,5000000.0,,2736000000.0,409500000.0,7553000000.0,9257000000.0,1704000000.0
77,CSGP,"CoStar Group, Inc.",2023-12-31,10-K,2024-02-22,5200000000.0,1000000000.0,374700000.0,282300000.0,,2455000000.0,408100000.0,7338600000.0,8919700000.0,1581100000.0
78,CSGP,"CoStar Group, Inc.",2023-12-31,10-K,2025-02-20,5200000000.0,,374700000.0,282300000.0,,2455000000.0,408100000.0,7338600000.0,8919700000.0,1581100000.0
79,CSGP,"CoStar Group, Inc.",2023-12-31,10-K,2026-02-26,,,375000000.0,282000000.0,,2455000000.0,,,,
74,CSGP,"CoStar Group, Inc.",2022-12-31,10-K,2023-02-22,5000000000.0,1000000000.0,369453000.0,450949000.0,,2182399000.0,,6870121000.0,8402470000.0,1532349000.0
75,CSGP,"CoStar Group, Inc.",2022-12-31,10-K,2024-02-22,5000000000.0,,369500000.0,451000000.0,,2182400000.0,406700000.0,6870000000.0,8402500000.0,1532500000.0
76,CSGP,"CoStar Group, Inc.",2022-12-31,10-K,2025-02-20,,,369500000.0,451000000.0,,2182400000.0,,6870000000.0,,
70,CSGP,"CoStar Group, Inc.",2021-12-31,10-K,2022-02-23,3827126000.0,1000000000.0,292564000.0,432337000.0,,1944135000.0,394936000.0,5711672000.0,7256871000.0,1545199000.0
71,CSGP,"CoStar Group, Inc.",2021-12-31,10-K,2023-02-22,3800000000.0,,292564000.0,432337000.0,,1944135000.0,394936000.0,5711672000.0,7256871000.0,1545199000.0
72,CSGP,"CoStar Group, Inc.",2021-12-31,10-K,2024-02-22,,,292600000.0,432300000.0,,1944100000.0,,5711500000.0,,
73,CSGP,"CoStar Group, Inc.",2021-12-31,10-K,2025-02-20,,,,,,,,5711500000.0,,
66,CSGP,"CoStar Group, Inc.",2020-12-31,10-K,2021-02-24,3693813000.0,1000000000.0,35789000.0,55210000.0,,444393000.0,39414000.0,5375359000.0,6915420000.0,1540061000.0
67,CSGP,"CoStar Group, Inc.",2020-12-31,10-K,2022-02-23,3693813000.0,,227128000.0,289202000.0,,1659019000.0,394285000.0,5375359000.0,6915420000.0,1540061000.0
68,CSGP,"CoStar Group, Inc.",2020-12-31,10-K,2023-02-22,,,227128000.0,289202000.0,,1659019000.0,,5375359000.0,,
69,CSGP,"CoStar Group, Inc.",2020-12-31,10-K,2024-02-22,,,,,,,,5375200000.0,,
65,CSGP,"CoStar Group, Inc.",2020-09-30,10-K,2021-02-24,,,58186000.0,76809000.0,,425620000.0,,,,
64,CSGP,"CoStar Group, Inc.",2020-06-30,10-K,2021-02-24,,,60360000.0,81319000.0,,397159000.0,,,,
63,CSGP,"CoStar Group, Inc.",2020-03-31,10-K,2021-02-24,,,72793000.0,75864000.0,,391847000.0,,,,
59,CSGP,"CoStar Group, Inc.",2019-12-31,10-K,2020-02-26,1070731000.0,0.0,87927000.0,100986000.0,,374726000.0,36668000.0,3405593000.0,3853986000.0,448393000.0
60,CSGP,"CoStar Group, Inc.",2019-12-31,10-K,2021-02-24,1070731000.0,,87927000.0,100986000.0,,374726000.0,36668000.0,3405593000.0,3853986000.0,448393000.0
61,CSGP,"CoStar Group, Inc.",2019-12-31,10-K,2022-02-23,,,314963000.0,363547000.0,,1399719000.0,,3405593000.0,,
62,CSGP,"CoStar Group, Inc.",2019-12-31,10-K,2023-02-22,,,,,,,,3405593000.0,,
