,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue_alt,shares_outstanding,stockholders_equity,total_assets,total_liabilities
127,MO,"ALTRIA GROUP, INC.",2025-12-31,10-K,2026-02-25,4474000000.0,25709000000.0,6947000000.0,9899000000.0,23279000000.0,1674318297.0,-3502000000.0,35017000000.0,38469000000.0
125,MO,"ALTRIA GROUP, INC.",2024-12-31,10-K,2025-02-26,3127000000.0,24926000000.0,11264000000.0,11241000000.0,24018000000.0,1690651867.0,-2238000000.0,35177000000.0,37365000000.0
126,MO,"ALTRIA GROUP, INC.",2024-12-31,10-K,2026-02-25,3127000000.0,24926000000.0,11264000000.0,11241000000.0,24018000000.0,1690651867.0,-2238000000.0,35177000000.0,37365000000.0
122,MO,"ALTRIA GROUP, INC.",2023-12-31,10-K,2024-02-27,3686000000.0,26233000000.0,8130000000.0,11547000000.0,24483000000.0,1763461775.0,-3540000000.0,38570000000.0,42060000000.0
123,MO,"ALTRIA GROUP, INC.",2023-12-31,10-K,2025-02-26,3686000000.0,26233000000.0,8130000000.0,11547000000.0,24483000000.0,1763461775.0,-3540000000.0,38570000000.0,42060000000.0
124,MO,"ALTRIA GROUP, INC.",2023-12-31,10-K,2026-02-25,3686000000.0,,8130000000.0,11547000000.0,24483000000.0,1763461775.0,,,
118,MO,"ALTRIA GROUP, INC.",2022-12-31,10-K,2023-02-27,4030000000.0,26680000000.0,5764000000.0,11919000000.0,25096000000.0,1785534122.0,-3973000000.0,36954000000.0,40877000000.0
119,MO,"ALTRIA GROUP, INC.",2022-12-31,10-K,2024-02-27,4030000000.0,26680000000.0,5764000000.0,11919000000.0,25096000000.0,1785534122.0,-3973000000.0,36954000000.0,40877000000.0
120,MO,"ALTRIA GROUP, INC.",2022-12-31,10-K,2025-02-26,4030000000.0,,5764000000.0,11919000000.0,25096000000.0,1785534122.0,,,
121,MO,"ALTRIA GROUP, INC.",2022-12-31,10-K,2026-02-25,,,,,,1785534122.0,,,
114,MO,"ALTRIA GROUP, INC.",2021-12-31,10-K,2022-02-25,4544000000.0,28044000000.0,2475000000.0,11560000000.0,26013000000.0,1823175618.0,-1606000000.0,39523000000.0,41129000000.0
115,MO,"ALTRIA GROUP, INC.",2021-12-31,10-K,2023-02-27,4544000000.0,28044000000.0,2475000000.0,11560000000.0,26013000000.0,1823175618.0,-1606000000.0,39523000000.0,41129000000.0
116,MO,"ALTRIA GROUP, INC.",2021-12-31,10-K,2024-02-27,4544000000.0,,2475000000.0,11560000000.0,26013000000.0,1823175618.0,,,
117,MO,"ALTRIA GROUP, INC.",2021-12-31,10-K,2025-02-26,,,,,,1823175618.0,,,
110,MO,"ALTRIA GROUP, INC.",2020-12-31,10-K,2021-02-26,4945000000.0,29471000000.0,1924000000.0,10873000000.0,6304000000.0,1858419165.0,2839000000.0,47414000000.0,44449000000.0
111,MO,"ALTRIA GROUP, INC.",2020-12-31,10-K,2022-02-25,4945000000.0,29471000000.0,4467000000.0,10873000000.0,26153000000.0,1858419165.0,2839000000.0,47414000000.0,44449000000.0
112,MO,"ALTRIA GROUP, INC.",2020-12-31,10-K,2023-02-27,4945000000.0,,4467000000.0,10873000000.0,26153000000.0,1858419165.0,,,
113,MO,"ALTRIA GROUP, INC.",2020-12-31,10-K,2024-02-27,,,,,,1858419165.0,,,
109,MO,"ALTRIA GROUP, INC.",2020-09-30,10-K,2021-02-26,,,-952000000.0,,7123000000.0,,,,
108,MO,"ALTRIA GROUP, INC.",2020-06-30,10-K,2021-02-26,,,1943000000.0,,6367000000.0,,,,
107,MO,"ALTRIA GROUP, INC.",2020-03-31,10-K,2021-02-26,,,1552000000.0,,6359000000.0,,,,
103,MO,"ALTRIA GROUP, INC.",2019-12-31,10-K,2020-02-25,2117000000.0,28042000000.0,-1809000000.0,10326000000.0,6007000000.0,1857981554.0,6222000000.0,49271000000.0,42914000000.0
104,MO,"ALTRIA GROUP, INC.",2019-12-31,10-K,2021-02-26,2117000000.0,28042000000.0,-1809000000.0,10326000000.0,6007000000.0,1857981554.0,6222000000.0,49271000000.0,42914000000.0
105,MO,"ALTRIA GROUP, INC.",2019-12-31,10-K,2022-02-25,2117000000.0,,-1293000000.0,10326000000.0,25110000000.0,1857981554.0,,,
106,MO,"ALTRIA GROUP, INC.",2019-12-31,10-K,2023-02-27,,,,,,1857981554.0,,,
101,MO,"ALTRIA GROUP, INC.",2019-09-30,10-K,2020-02-25,,,-2600000000.0,,6856000000.0,,,,
102,MO,"ALTRIA GROUP, INC.",2019-09-30,10-K,2021-02-26,,,-2600000000.0,,6856000000.0,,,,
99,MO,"ALTRIA GROUP, INC.",2019-06-30,10-K,2020-02-25,,,1996000000.0,,6619000000.0,,,,
100,MO,"ALTRIA GROUP, INC.",2019-06-30,10-K,2021-02-26,,,1996000000.0,,6619000000.0,,,,
97,MO,"ALTRIA GROUP, INC.",2019-03-31,10-K,2020-02-25,,,1120000000.0,,5628000000.0,,,,
98,MO,"ALTRIA GROUP, INC.",2019-03-31,10-K,2021-02-26,,,1120000000.0,,5628000000.0,,,,
93,MO,"ALTRIA GROUP, INC.",2018-12-31,10-K,2019-02-26,1333000000.0,13042000000.0,1250000000.0,9115000000.0,6114000000.0,1874057595.0,14787000000.0,55638000000.0,40810000000.0
