date,Open,High,Low,Close,Volume,Dividends,Stock Splits,ticker,pe_ratio,eps,market_cap,revenue_ttm,debt_to_equity,beta,52w_high,52w_low,sector,industry,long_name
2025-03-04,111.5487217576813,113.12817117894191,109.17954386008594,109.28813171386719,1583600,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-03-05,109.40659965338229,110.7984869484781,108.82417317340197,109.23878479003906,1563900,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-03-06,109.23877845911368,110.26541493501439,108.59712501311904,109.4658203125,1716400,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-03-07,109.3276194944645,112.38780417719255,108.88340193120406,110.8873291015625,1696800,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-03-10,111.9337246428983,114.96429614253627,111.48950703318127,111.74616241455078,2232400,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-03-11,111.30194334662951,111.82513531210255,110.11735804863058,110.74913787841797,1535400,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-03-12,108.81430004429927,109.34735810172214,107.165742424031,107.62970733642578,1540400,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-03-13,107.688940960112,108.98212160070675,107.29408423127417,108.350341796875,2196900,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-03-14,107.55073173450387,108.13315817034787,106.78075062559893,107.69880676269531,938200,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-03-17,107.45202778565208,108.82417528342218,107.16575137894624,107.9159927368164,1616100,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-03-18,107.65931633573021,107.78765153761191,105.87256496868702,106.00089263916016,1207100,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-03-19,105.84296058384882,106.84985727531136,105.4283565068589,106.6425552368164,1413800,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-03-20,106.6030630002906,107.04728808862465,105.73436770904205,106.68203735351562,1391200,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-03-21,106.95844231442494,107.76791062353296,105.20130434085456,105.77385711669922,2538700,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-03-24,105.42835491277887,106.5339657680351,104.58926556260306,105.52706909179688,1424400,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-03-25,105.4974483903913,105.72449023349482,102.89135507887028,103.38493347167969,1084000,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-03-26,103.49351935535111,105.18156417718629,103.49351935535111,104.94464111328125,1187300,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-03-27,106.01078312403575,107.14601511067464,104.98413900324815,106.99794006347656,1051500,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-03-28,107.6691996499927,108.08380372839493,106.77089081345453,107.70868682861328,1138400,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-03-31,108.10354121656339,108.80442162743701,107.53098847593698,108.67608642578125,3010300,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-04-01,109.16967490285707,109.57441283561461,106.98805911863782,108.0640640258789,1518100,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-04-02,108.24175346657914,108.62674404750932,106.356280209513,106.9288330078125,2056300,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-04-03,108.37007687778959,110.90706965972538,107.97521263482419,109.33749389648438,2597000,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-04-04,110.24567327442914,112.44703628318251,104.51029459588634,104.72746276855469,3154300,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-04-07,102.27931684436606,104.806435847105,100.58140594012256,101.2329330444336,3061300,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-04-08,102.68405329238344,103.49352161655571,99.61400238581271,100.29513549804688,2387200,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-04-09,99.53502693715028,103.29609212348758,98.71568494457216,100.60115814208984,2203300,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-04-10,101.2428045984639,103.28621898624445,99.93975785163876,102.43726348876953,2262700,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-04-11,101.7956202846656,103.87852190618327,100.7492288693996,103.00981903076172,1524300,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-04-14,103.19738543926563,104.84593569002347,101.83511159940622,104.22402954101562,1684300,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-04-15,105.57642565455774,105.6751473680135,102.91110508225725,103.72057342529297,2307400,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-04-16,104.27337951135846,104.75709180975761,101.24280816229216,101.6376724243164,1236400,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-04-17,102.17073754745925,104.51030207507075,101.765999609731,104.0167236328125,1704500,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-04-21,103.65146567371607,104.17465758113894,101.0651121046457,101.81535339355469,2038700,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-04-22,101.83510225980633,102.87161241309133,100.45308119068409,102.5162353515625,2022800,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-04-23,101.62779719306316,102.29906416882002,99.288240221156,100.81832885742188,2938400,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-04-24,99.75220457749938,100.25564915783494,97.97531920158207,98.92298889160156,2662800,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-04-25,99.79168391392466,99.98911980586148,97.08687621136832,98.0345458984375,2777200,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-04-28,97.88648078511078,98.50838691423424,97.08687858319847,97.54096984863281,2754500,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-04-29,96.9190537493211,97.99505103318967,96.28727400749928,97.73839569091797,2568200,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-04-30,98.70580902244185,98.75516987635515,96.4452189848541,98.06415557861328,3142900,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-05-01,91.79570873103279,92.72363853316268,90.59137622990471,91.19354248046875,4640800,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-05-02,91.5587985657658,92.78287096070763,91.12444713826004,91.7463607788086,3110400,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-05-05,92.08198783851262,92.44723857668635,90.73945394805808,91.58840942382812,1976900,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-05-06,90.51241058821155,91.35149237292595,89.9102443298075,90.88752746582031,2060500,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-05-07,90.82830295741643,91.52918341004906,90.3742117147844,90.80855560302734,2089300,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-05-08,90.50254581256445,92.26955758528256,90.26563026295256,90.99612426757812,2017500,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-05-09,90.60125344836784,91.24290689978699,90.26562373829539,90.39395141601562,1892500,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-05-12,90.07806883336234,94.22412487942997,89.82140592569999,93.95759582519531,3965100,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-05-13,93.62195055261229,93.71079858403448,91.92404712395127,92.8914566040039,3675500,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-05-14,92.45711756658184,92.62493242967948,90.86779437745876,91.96353912353516,2539100,0.0,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
2025-05-15,92.3448010991944,93.72130744949024,91.71101432878484,93.64208221435547,1908300,0.295,0.0,CHD,33.930466,3.02,24606130176,6203200000,59.517,0.426,116.46,81.33,Consumer Defensive,Household & Personal Products,"Church & Dwight Co., Inc."
