,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue,revenue_alt,shares_outstanding,stockholders_equity,total_assets,total_liabilities
106,CCI,Crown Castle Inc,2025-12-31,10-K,2026-02-23,99000000.0,24337000000.0,444000000.0,2075000000.0,4264000000.0,215000000.0,435000000.0,,31518000000.0,33153000000.0
104,CCI,Crown Castle Inc,2024-12-31,10-K,2025-03-14,119000000.0,24081000000.0,,-2938000000.0,6568000000.0,210000000.0,435000000.0,,32736000000.0,32869000000.0
105,CCI,Crown Castle Inc,2024-12-31,10-K,2026-02-23,100000000.0,,-3903000000.0,2118000000.0,4460000000.0,192000000.0,435000000.0,,32736000000.0,32869000000.0
101,CCI,Crown Castle Inc,2023-12-31,10-K,2024-02-23,105000000.0,22921000000.0,,2369000000.0,6981000000.0,449000000.0,434000000.0,,38527000000.0,32146000000.0
102,CCI,Crown Castle Inc,2023-12-31,10-K,2025-03-14,105000000.0,,,2369000000.0,6981000000.0,449000000.0,434000000.0,,38527000000.0,32146000000.0
103,CCI,Crown Castle Inc,2023-12-31,10-K,2026-02-23,,,1502000000.0,2097000000.0,4734000000.0,421000000.0,,,,
98,CCI,Crown Castle Inc,2022-12-31,10-K,2023-02-24,156000000.0,21729000000.0,,2425000000.0,6986000000.0,697000000.0,433000000.0,,38921000000.0,31472000000.0
99,CCI,Crown Castle Inc,2022-12-31,10-K,2024-02-23,156000000.0,,,2425000000.0,6986000000.0,697000000.0,433000000.0,,38921000000.0,31472000000.0
100,CCI,Crown Castle Inc,2022-12-31,10-K,2025-03-14,156000000.0,,,2425000000.0,6986000000.0,697000000.0,,,38921000000.0,
95,CCI,Crown Castle Inc,2021-12-31,10-K,2022-02-22,292000000.0,20629000000.0,,2001000000.0,6340000000.0,621000000.0,,,39040000000.0,30782000000.0
96,CCI,Crown Castle Inc,2021-12-31,10-K,2023-02-24,292000000.0,,,2001000000.0,6340000000.0,621000000.0,432000000.0,,39040000000.0,30782000000.0
97,CCI,Crown Castle Inc,2021-12-31,10-K,2024-02-23,292000000.0,,,2001000000.0,6340000000.0,621000000.0,,,39040000000.0,
92,CCI,Crown Castle Inc,2020-12-31,10-K,2021-02-22,232000000.0,19280000000.0,,1863000000.0,5840000000.0,520000000.0,431000000.0,,38768000000.0,29307000000.0
93,CCI,Crown Castle Inc,2020-12-31,10-K,2022-02-22,232000000.0,,,1863000000.0,5840000000.0,520000000.0,,,38768000000.0,29307000000.0
94,CCI,Crown Castle Inc,2020-12-31,10-K,2023-02-24,232000000.0,,,1863000000.0,5840000000.0,520000000.0,,,38768000000.0,
89,CCI,Crown Castle Inc,2019-12-31,10-K,2020-03-10,196000000.0,18121000000.0,208000000.0,379000000.0,1426000000.0,670000000.0,416000000.0,,38457000000.0,27968000000.0
90,CCI,Crown Castle Inc,2019-12-31,10-K,2021-02-22,196000000.0,,,1559000000.0,5763000000.0,670000000.0,416000000.0,,38457000000.0,27968000000.0
91,CCI,Crown Castle Inc,2019-12-31,10-K,2022-02-22,196000000.0,,,1559000000.0,5763000000.0,670000000.0,,,,
88,CCI,Crown Castle Inc,2019-09-30,10-K,2020-03-10,182000000.0,,,423000000.0,1482000000.0,195000000.0,,,38321000000.0,27535000000.0
87,CCI,Crown Castle Inc,2019-06-30,10-K,2020-03-10,288000000.0,,,389000000.0,1447000000.0,184000000.0,,,38124000000.0,27111000000.0
86,CCI,Crown Castle Inc,2019-03-31,10-K,2020-03-10,245000000.0,,,367000000.0,1408000000.0,166000000.0,,,37755000000.0,26488000000.0
83,CCI,Crown Castle Inc,2018-12-31,10-K,2019-02-25,277000000.0,16682000000.0,185000000.0,379000000.0,1419000000.0,707000000.0,415000000.0,,32785000000.0,20751000000.0
84,CCI,Crown Castle Inc,2018-12-31,10-K,2020-03-10,277000000.0,,,367000000.0,1406000000.0,175000000.0,415000000.0,,32762000000.0,21191000000.0
85,CCI,Crown Castle Inc,2018-12-31,10-K,2021-02-22,277000000.0,,,1383000000.0,5370000000.0,574000000.0,,,,
81,CCI,Crown Castle Inc,2018-09-30,10-K,2019-02-25,,,136000000.0,359000000.0,1375000000.0,,,,,
82,CCI,Crown Castle Inc,2018-09-30,10-K,2020-03-10,323000000.0,,,346000000.0,1361000000.0,156000000.0,,,32621000000.0,20775000000.0
79,CCI,Crown Castle Inc,2018-06-30,10-K,2019-02-25,,,152000000.0,345000000.0,1330000000.0,,,,,
80,CCI,Crown Castle Inc,2018-06-30,10-K,2020-03-10,206000000.0,,,335000000.0,1319000000.0,131000000.0,,,32351000000.0,20222000000.0
77,CCI,Crown Castle Inc,2018-03-31,10-K,2019-02-25,,,86000000.0,349000000.0,1299000000.0,,,,,
78,CCI,Crown Castle Inc,2018-03-31,10-K,2020-03-10,220000000.0,,,335000000.0,1284000000.0,113000000.0,,,32227000000.0,19823000000.0
