,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue,revenue_alt,shares_outstanding,stockholders_equity,total_assets,total_liabilities
133,BA,BOEING CO,2025-12-31,10-K,2026-01-30,10921000000.0,53848000000.0,2235000000.0,4281000000.0,89463000000.0,,1012261159.0,5454000000.0,168235000000.0,162778000000.0
131,BA,BOEING CO,2024-12-31,10-K,2025-02-03,13801000000.0,53625000000.0,-11817000000.0,-10707000000.0,66517000000.0,,1012261159.0,-3908000000.0,156363000000.0,160277000000.0
132,BA,BOEING CO,2024-12-31,10-K,2026-01-30,13801000000.0,53625000000.0,-11817000000.0,-10707000000.0,66517000000.0,,1012261159.0,-3908000000.0,156363000000.0,160277000000.0
128,BA,BOEING CO,2023-12-31,10-K,2024-01-31,12691000000.0,52055000000.0,-2222000000.0,-773000000.0,77794000000.0,,1012261159.0,-17233000000.0,137012000000.0,154240000000.0
129,BA,BOEING CO,2023-12-31,10-K,2025-02-03,12691000000.0,52055000000.0,-2222000000.0,-773000000.0,77794000000.0,,1012261159.0,-17233000000.0,137012000000.0,154240000000.0
130,BA,BOEING CO,2023-12-31,10-K,2026-01-30,12691000000.0,,-2222000000.0,-773000000.0,77794000000.0,,1012261159.0,,,
124,BA,BOEING CO,2022-12-31,10-K,2023-01-27,14614000000.0,56794000000.0,-4935000000.0,-3547000000.0,66608000000.0,,1012261159.0,-15883000000.0,137100000000.0,152948000000.0
125,BA,BOEING CO,2022-12-31,10-K,2024-01-31,14614000000.0,56794000000.0,-4935000000.0,-3519000000.0,66608000000.0,,1012261159.0,-15883000000.0,137100000000.0,152948000000.0
126,BA,BOEING CO,2022-12-31,10-K,2025-02-03,14614000000.0,,-4935000000.0,-3519000000.0,66608000000.0,,1012261159.0,,,
127,BA,BOEING CO,2022-12-31,10-K,2026-01-30,,,,,,,1012261159.0,,,
120,BA,BOEING CO,2021-12-31,10-K,2022-01-31,8052000000.0,57921000000.0,-4202000000.0,-2902000000.0,62286000000.0,,1012261159.0,-14999000000.0,138552000000.0,153398000000.0
121,BA,BOEING CO,2021-12-31,10-K,2023-01-27,8052000000.0,57921000000.0,-4202000000.0,-2902000000.0,62286000000.0,,1012261159.0,-14999000000.0,138552000000.0,153398000000.0
122,BA,BOEING CO,2021-12-31,10-K,2024-01-31,8052000000.0,,-4202000000.0,-2870000000.0,62286000000.0,,1012261159.0,,,
123,BA,BOEING CO,2021-12-31,10-K,2025-02-03,,,,,,,1012261159.0,,,
116,BA,BOEING CO,2020-12-31,10-K,2021-02-01,7752000000.0,63380000000.0,-8420000000.0,-8049000000.0,15304000000.0,,1012261159.0,-18316000000.0,152136000000.0,170211000000.0
117,BA,BOEING CO,2020-12-31,10-K,2022-01-31,7752000000.0,63380000000.0,-11873000000.0,-12767000000.0,58158000000.0,,1012261159.0,-18316000000.0,152136000000.0,170211000000.0
118,BA,BOEING CO,2020-12-31,10-K,2023-01-27,7752000000.0,,-11873000000.0,-12767000000.0,58158000000.0,,1012261159.0,,,
119,BA,BOEING CO,2020-12-31,10-K,2024-01-31,,,,,,,1012261159.0,,,
115,BA,BOEING CO,2020-09-30,10-K,2021-02-01,,,-449000000.0,-401000000.0,14139000000.0,,,,,
114,BA,BOEING CO,2020-06-30,10-K,2021-02-01,,,-2376000000.0,-2964000000.0,11807000000.0,,,,,
113,BA,BOEING CO,2020-03-31,10-K,2021-02-01,,,-628000000.0,-1353000000.0,16908000000.0,,,,,
109,BA,BOEING CO,2019-12-31,10-K,2020-01-31,9485000000.0,,-1010000000.0,-2204000000.0,17911000000.0,76559000000.0,1012261159.0,-8617000000.0,133625000000.0,
110,BA,BOEING CO,2019-12-31,10-K,2021-02-01,9485000000.0,20964000000.0,-1010000000.0,-2204000000.0,17911000000.0,,1012261159.0,-8617000000.0,133625000000.0,141925000000.0
111,BA,BOEING CO,2019-12-31,10-K,2022-01-31,9485000000.0,,-636000000.0,-1975000000.0,76559000000.0,,1012261159.0,,,
112,BA,BOEING CO,2019-12-31,10-K,2023-01-27,,,,,,,1012261159.0,,,
