,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue,revenue_alt,shares_outstanding,stockholders_equity,total_assets,total_liabilities
12,CEG,CONSTELLATION ENERGY CORPORATION,2025-12-31,10-K,2026-02-24,3641000000.0,7403000000.0,2319000000.0,3086000000.0,25533000000.0,22663000000.0,312000000.0,14517000000.0,57249000000.0,42396000000.0
10,CEG,CONSTELLATION ENERGY CORPORATION,2024-12-31,10-K,2025-02-18,3022000000.0,8474000000.0,3749000000.0,4352000000.0,23568000000.0,18964000000.0,313000000.0,13166000000.0,52926000000.0,39387000000.0
11,CEG,CONSTELLATION ENERGY CORPORATION,2024-12-31,10-K,2026-02-24,3022000000.0,,3749000000.0,4352000000.0,23568000000.0,18964000000.0,313000000.0,13166000000.0,52926000000.0,39387000000.0
7,CEG,CONSTELLATION ENERGY CORPORATION,2023-12-31,10-K,2024-02-27,368000000.0,7677000000.0,1623000000.0,1610000000.0,24918000000.0,20841000000.0,317000000.0,10925000000.0,50758000000.0,39472000000.0
8,CEG,CONSTELLATION ENERGY CORPORATION,2023-12-31,10-K,2025-02-18,368000000.0,,1623000000.0,1610000000.0,24918000000.0,20841000000.0,317000000.0,10925000000.0,50758000000.0,39472000000.0
9,CEG,CONSTELLATION ENERGY CORPORATION,2023-12-31,10-K,2026-02-24,368000000.0,,1623000000.0,1610000000.0,24918000000.0,20841000000.0,,,,
4,CEG,CONSTELLATION ENERGY CORPORATION,2022-12-31,10-K,2023-02-16,422000000.0,4650000000.0,-160000000.0,495000000.0,24440000000.0,,327000000.0,11018000000.0,46909000000.0,35537000000.0
5,CEG,CONSTELLATION ENERGY CORPORATION,2022-12-31,10-K,2024-02-27,422000000.0,,-160000000.0,495000000.0,24440000000.0,21571000000.0,327000000.0,11018000000.0,46909000000.0,35537000000.0
6,CEG,CONSTELLATION ENERGY CORPORATION,2022-12-31,10-K,2025-02-18,422000000.0,,-160000000.0,495000000.0,24440000000.0,21571000000.0,,,,
2,CEG,CONSTELLATION ENERGY CORPORATION,2021-12-31,10-K,2023-02-16,504000000.0,,-205000000.0,-346000000.0,19649000000.0,,,11219000000.0,48086000000.0,36472000000.0
3,CEG,CONSTELLATION ENERGY CORPORATION,2021-12-31,10-K,2024-02-27,504000000.0,,-205000000.0,-346000000.0,19649000000.0,17254000000.0,,,,
1,CEG,CONSTELLATION ENERGY CORPORATION,2020-12-31,10-K,2023-02-16,226000000.0,,589000000.0,256000000.0,17603000000.0,,,,,
0,CEG,CONSTELLATION ENERGY CORPORATION,2019-12-31,10-K,2023-02-16,303000000.0,,,,,,,,,
