,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue,revenue_alt,shares_outstanding,stockholders_equity,total_assets,total_liabilities
31,FANG,"Diamondback Energy, Inc.",2014-06-30,10-K,2015-02-20,,,27753000.0,63192000.0,,,,,,
32,FANG,"Diamondback Energy, Inc.",2014-06-30,10-K,2016-02-19,,,27753000.0,63192000.0,,,,,,
29,FANG,"Diamondback Energy, Inc.",2014-03-31,10-K,2015-02-20,,,23589000.0,48063000.0,,,,,,
30,FANG,"Diamondback Energy, Inc.",2014-03-31,10-K,2016-02-19,,,23589000.0,48063000.0,,,,,,
25,FANG,"Diamondback Energy, Inc.",2013-12-31,10-K,2014-02-19,15555000.0,460000000.0,20124000.0,37726000.0,,,47106216.0,845541000.0,1521614000.0,676073000.0
26,FANG,"Diamondback Energy, Inc.",2013-12-31,10-K,2015-02-20,15555000.0,460000000.0,20124000.0,37726000.0,,,47106216.0,845541000.0,1521614000.0,676073000.0
27,FANG,"Diamondback Energy, Inc.",2013-12-31,10-K,2016-02-19,15555000.0,,54587000.0,95194000.0,,,,,,
28,FANG,"Diamondback Energy, Inc.",2013-12-31,10-K,2017-02-15,15555000.0,,,,,,,,,
23,FANG,"Diamondback Energy, Inc.",2013-09-30,10-K,2014-02-19,,,14596000.0,29423000.0,,,,,,
24,FANG,"Diamondback Energy, Inc.",2013-09-30,10-K,2015-02-20,,,14596000.0,29423000.0,,,,,,
21,FANG,"Diamondback Energy, Inc.",2013-06-30,10-K,2014-02-19,,,14471000.0,19383000.0,,,,,,
22,FANG,"Diamondback Energy, Inc.",2013-06-30,10-K,2015-02-20,,,14471000.0,19383000.0,,,,,,
19,FANG,"Diamondback Energy, Inc.",2013-03-31,10-K,2014-02-19,,,5396000.0,8662000.0,,,,,,
20,FANG,"Diamondback Energy, Inc.",2013-03-31,10-K,2015-02-20,,,5396000.0,8662000.0,,,,,,
15,FANG,"Diamondback Energy, Inc.",2012-12-31,10-K,2013-03-01,26358000.0,,-52074000.0,2177000.0,,,36986532.0,,606701000.0,144633000.0
16,FANG,"Diamondback Energy, Inc.",2012-12-31,10-K,2014-02-19,26358000.0,338000.0,-52074000.0,2177000.0,,,36986532.0,462068000.0,606701000.0,144633000.0
17,FANG,"Diamondback Energy, Inc.",2012-12-31,10-K,2015-02-20,26358000.0,,-36521000.0,17307000.0,,,,,,
18,FANG,"Diamondback Energy, Inc.",2012-12-31,10-K,2016-02-19,26358000.0,,,,,,,,,
13,FANG,"Diamondback Energy, Inc.",2012-09-30,10-K,2013-03-01,,,452000.0,4086000.0,,,,,,
14,FANG,"Diamondback Energy, Inc.",2012-09-30,10-K,2014-02-19,,,452000.0,4086000.0,,,,,,
11,FANG,"Diamondback Energy, Inc.",2012-06-30,10-K,2013-03-01,,,13624000.0,4307000.0,,,,,,
12,FANG,"Diamondback Energy, Inc.",2012-06-30,10-K,2014-02-19,,,13624000.0,4307000.0,,,,,,
9,FANG,"Diamondback Energy, Inc.",2012-03-31,10-K,2013-03-01,,,1477000.0,6737000.0,,,,,,
10,FANG,"Diamondback Energy, Inc.",2012-03-31,10-K,2014-02-19,,,1477000.0,6737000.0,,,,,,
6,FANG,"Diamondback Energy, Inc.",2011-12-31,10-K,2013-03-01,6959000.0,,-8868000.0,4824000.0,,,0.0,,263578000.0,134541000.0
7,FANG,"Diamondback Energy, Inc.",2011-12-31,10-K,2014-02-19,6959000.0,,-386000.0,15147000.0,,,,,,
8,FANG,"Diamondback Energy, Inc.",2011-12-31,10-K,2015-02-20,6959000.0,,,,,,,,,
5,FANG,"Diamondback Energy, Inc.",2011-09-30,10-K,2013-03-01,,,2205000.0,2928000.0,,,,,,
4,FANG,"Diamondback Energy, Inc.",2011-06-30,10-K,2013-03-01,,,3453000.0,4067000.0,,,,,,
3,FANG,"Diamondback Energy, Inc.",2011-03-31,10-K,2013-03-01,,,2824000.0,3328000.0,,,,,,
1,FANG,"Diamondback Energy, Inc.",2010-12-31,10-K,2013-03-01,4119000.0,,8231000.0,9181000.0,,,,,,
2,FANG,"Diamondback Energy, Inc.",2010-12-31,10-K,2014-02-19,4119000.0,,,,,,,,,
0,FANG,"Diamondback Energy, Inc.",2009-12-31,10-K,2013-03-01,2430000.0,,,,,,,,,
