,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue,revenue_alt,shares_outstanding,stockholders_equity,total_assets,total_liabilities
96,FANG,"Diamondback Energy, Inc.",2025-12-31,10-K,2026-02-25,104000000.0,13726000000.0,1664000000.0,1266000000.0,15026000000.0,,284594908.0,36972000000.0,71059000000.0,28092000000.0
94,FANG,"Diamondback Energy, Inc.",2024-12-31,10-K,2025-02-26,161000000.0,12075000000.0,3338000000.0,4396000000.0,11066000000.0,,290984373.0,37736000000.0,67292000000.0,27430000000.0
95,FANG,"Diamondback Energy, Inc.",2024-12-31,10-K,2026-02-25,161000000.0,12075000000.0,3338000000.0,4396000000.0,11066000000.0,,290984373.0,37736000000.0,67292000000.0,27430000000.0
91,FANG,"Diamondback Energy, Inc.",2023-12-31,10-K,2024-02-22,582000000.0,6641000000.0,3143000000.0,4570000000.0,8412000000.0,,178723871.0,16625000000.0,29001000000.0,11571000000.0
92,FANG,"Diamondback Energy, Inc.",2023-12-31,10-K,2025-02-26,582000000.0,6641000000.0,3143000000.0,4570000000.0,8412000000.0,,178723871.0,16625000000.0,29001000000.0,11571000000.0
93,FANG,"Diamondback Energy, Inc.",2023-12-31,10-K,2026-02-25,,,3143000000.0,4570000000.0,8412000000.0,,,,,
88,FANG,"Diamondback Energy, Inc.",2022-12-31,10-K,2023-02-23,157000000.0,6238000000.0,4386000000.0,6508000000.0,9643000000.0,9566000000.0,179840797.0,15009000000.0,26209000000.0,10519000000.0
89,FANG,"Diamondback Energy, Inc.",2022-12-31,10-K,2024-02-22,157000000.0,6238000000.0,4386000000.0,6508000000.0,9643000000.0,,179840797.0,15009000000.0,26209000000.0,10519000000.0
90,FANG,"Diamondback Energy, Inc.",2022-12-31,10-K,2025-02-26,,,4386000000.0,6508000000.0,9643000000.0,,,,,
85,FANG,"Diamondback Energy, Inc.",2021-12-31,10-K,2022-02-24,654000000.0,6642000000.0,2182000000.0,4001000000.0,6797000000.0,6747000000.0,177551347.0,12088000000.0,22898000000.0,9653000000.0
86,FANG,"Diamondback Energy, Inc.",2021-12-31,10-K,2023-02-23,654000000.0,6642000000.0,2182000000.0,4001000000.0,6797000000.0,6747000000.0,177551347.0,12088000000.0,22898000000.0,9653000000.0
87,FANG,"Diamondback Energy, Inc.",2021-12-31,10-K,2024-02-22,,,2182000000.0,4001000000.0,6797000000.0,,,,22898000000.0,
82,FANG,"Diamondback Energy, Inc.",2020-12-31,10-K,2021-02-25,104000000.0,5624000000.0,-4517000000.0,-5476000000.0,2813000000.0,2756000000.0,158088182.0,8794000000.0,17619000000.0,7815000000.0
83,FANG,"Diamondback Energy, Inc.",2020-12-31,10-K,2022-02-24,104000000.0,5624000000.0,-4517000000.0,-5476000000.0,2813000000.0,2756000000.0,158088182.0,8794000000.0,17619000000.0,7815000000.0
84,FANG,"Diamondback Energy, Inc.",2020-12-31,10-K,2023-02-23,,,-4517000000.0,-5476000000.0,2813000000.0,2756000000.0,,,17619000000.0,
79,FANG,"Diamondback Energy, Inc.",2019-12-31,10-K,2020-02-27,123000000.0,5371000000.0,-487000000.0,-384000000.0,1104000000.0,,159002338.0,13249000000.0,23531000000.0,8625000000.0
80,FANG,"Diamondback Energy, Inc.",2019-12-31,10-K,2021-02-25,123000000.0,5371000000.0,240000000.0,695000000.0,3964000000.0,3887000000.0,159002338.0,13249000000.0,23531000000.0,8625000000.0
81,FANG,"Diamondback Energy, Inc.",2019-12-31,10-K,2022-02-24,,,240000000.0,695000000.0,3964000000.0,3887000000.0,,,23531000000.0,
78,FANG,"Diamondback Energy, Inc.",2019-09-30,10-K,2020-02-27,,,368000000.0,349000000.0,975000000.0,,,,,
77,FANG,"Diamondback Energy, Inc.",2019-06-30,10-K,2020-02-27,,,349000000.0,411000000.0,1021000000.0,,,,,
76,FANG,"Diamondback Energy, Inc.",2019-03-31,10-K,2020-02-27,,,10000000.0,319000000.0,864000000.0,,,,,
73,FANG,"Diamondback Energy, Inc.",2018-12-31,10-K,2019-02-25,214516000.0,4464338000.0,306660000.0,194988000.0,,,164273447.0,13699287000.0,21595687000.0,7429425000.0
74,FANG,"Diamondback Energy, Inc.",2018-12-31,10-K,2020-02-27,215000000.0,4464000000.0,307000000.0,195000000.0,633000000.0,,164273447.0,13700000000.0,21596000000.0,7429000000.0
75,FANG,"Diamondback Energy, Inc.",2018-12-31,10-K,2021-02-25,,,846000000.0,1011000000.0,2176000000.0,2130000000.0,,,21596000000.0,
71,FANG,"Diamondback Energy, Inc.",2018-09-30,10-K,2019-02-25,,,157054000.0,266851000.0,,,,,,
72,FANG,"Diamondback Energy, Inc.",2018-09-30,10-K,2020-02-27,,,157000000.0,268000000.0,537000000.0,,,,,
69,FANG,"Diamondback Energy, Inc.",2018-06-30,10-K,2019-02-25,,,219146000.0,281303000.0,,,,,,
70,FANG,"Diamondback Energy, Inc.",2018-06-30,10-K,2020-02-27,,,219000000.0,281000000.0,527000000.0,,,,,
67,FANG,"Diamondback Energy, Inc.",2018-03-31,10-K,2019-02-25,,,162812000.0,267646000.0,,,,,,
68,FANG,"Diamondback Energy, Inc.",2018-03-31,10-K,2020-02-27,,,163000000.0,267000000.0,479000000.0,,,,,
64,FANG,"Diamondback Energy, Inc.",2017-12-31,10-K,2018-02-15,112446000.0,1477347000.0,114559000.0,213663000.0,,,98167289.0,5254860000.0,7770985000.0,2189248000.0
65,FANG,"Diamondback Energy, Inc.",2017-12-31,10-K,2019-02-25,112446000.0,1477347000.0,114559000.0,213663000.0,,,98167289.0,5254860000.0,7770985000.0,2189248000.0
66,FANG,"Diamondback Energy, Inc.",2017-12-31,10-K,2020-02-27,,,482000000.0,605000000.0,1205000000.0,,,,7771000000.0,
62,FANG,"Diamondback Energy, Inc.",2017-09-30,10-K,2018-02-15,,,73024000.0,142639000.0,,,,,,
63,FANG,"Diamondback Energy, Inc.",2017-09-30,10-K,2019-02-25,,,73024000.0,142639000.0,,,,,,
60,FANG,"Diamondback Energy, Inc.",2017-06-30,10-K,2018-02-15,,,158405000.0,132308000.0,,,,,,
61,FANG,"Diamondback Energy, Inc.",2017-06-30,10-K,2019-02-25,,,158405000.0,132308000.0,,,,,,
58,FANG,"Diamondback Energy, Inc.",2017-03-31,10-K,2018-02-15,,,136273000.0,116410000.0,,,,,,
59,FANG,"Diamondback Energy, Inc.",2017-03-31,10-K,2019-02-25,,,136273000.0,116410000.0,,,,,,
55,FANG,"Diamondback Energy, Inc.",2016-12-31,10-K,2017-02-15,1666574000.0,1105912000.0,25598000.0,87079000.0,,,90143934.0,3697462000.0,5349680000.0,1331388000.0
56,FANG,"Diamondback Energy, Inc.",2016-12-31,10-K,2018-02-15,1666574000.0,1105912000.0,25598000.0,87079000.0,,,90143934.0,3697462000.0,5349680000.0,1331388000.0
57,FANG,"Diamondback Energy, Inc.",2016-12-31,10-K,2019-02-25,1666574000.0,,-165034000.0,-68617000.0,,,,,,
53,FANG,"Diamondback Energy, Inc.",2016-09-30,10-K,2017-02-15,,,-2230000.0,6693000.0,,,,,,
54,FANG,"Diamondback Energy, Inc.",2016-09-30,10-K,2018-02-15,,,-2230000.0,6693000.0,,,,,,
51,FANG,"Diamondback Energy, Inc.",2016-06-30,10-K,2017-02-15,,,-155490000.0,-134786000.0,,,,,,
52,FANG,"Diamondback Energy, Inc.",2016-06-30,10-K,2018-02-15,,,-155490000.0,-134786000.0,,,,,,
49,FANG,"Diamondback Energy, Inc.",2016-03-31,10-K,2017-02-15,,,-32912000.0,-27603000.0,,,,,,
50,FANG,"Diamondback Energy, Inc.",2016-03-31,10-K,2018-02-15,,,-32912000.0,-27603000.0,,,,,,
45,FANG,"Diamondback Energy, Inc.",2015-12-31,10-K,2016-02-19,20115000.0,495500000.0,-187409000.0,-187813000.0,,,66797041.0,1875972000.0,2758412000.0,649439000.0
46,FANG,"Diamondback Energy, Inc.",2015-12-31,10-K,2017-02-15,20115000.0,487807000.0,-187409000.0,-187813000.0,,,66797041.0,1875972000.0,2750719000.0,641746000.0
47,FANG,"Diamondback Energy, Inc.",2015-12-31,10-K,2018-02-15,20115000.0,,-550628000.0,-740269000.0,,,,,,
48,FANG,"Diamondback Energy, Inc.",2015-12-31,10-K,2019-02-25,20115000.0,,,,,,,,,
43,FANG,"Diamondback Energy, Inc.",2015-09-30,10-K,2016-02-19,,,-156781000.0,-254773000.0,,,,,,
44,FANG,"Diamondback Energy, Inc.",2015-09-30,10-K,2017-02-15,,,-156781000.0,-254773000.0,,,,,,
41,FANG,"Diamondback Energy, Inc.",2015-06-30,10-K,2016-02-19,,,-212287000.0,-299120000.0,,,,,,
42,FANG,"Diamondback Energy, Inc.",2015-06-30,10-K,2017-02-15,,,-212287000.0,-299120000.0,,,,,,
39,FANG,"Diamondback Energy, Inc.",2015-03-31,10-K,2016-02-19,,,5849000.0,1437000.0,,,,,,
40,FANG,"Diamondback Energy, Inc.",2015-03-31,10-K,2017-02-15,,,5849000.0,1437000.0,,,,,,
35,FANG,"Diamondback Energy, Inc.",2014-12-31,10-K,2015-02-20,30183000.0,673500000.0,98674000.0,37899000.0,,,56887583.0,1751011000.0,3095481000.0,1110268000.0
36,FANG,"Diamondback Energy, Inc.",2014-12-31,10-K,2016-02-19,30183000.0,673500000.0,98674000.0,37899000.0,,,56887583.0,1751011000.0,3095481000.0,1110268000.0
37,FANG,"Diamondback Energy, Inc.",2014-12-31,10-K,2017-02-15,30183000.0,,193755000.0,212670000.0,,,,,,
38,FANG,"Diamondback Energy, Inc.",2014-12-31,10-K,2018-02-15,30183000.0,,,,,,,,,
33,FANG,"Diamondback Energy, Inc.",2014-09-30,10-K,2015-02-20,,,43739000.0,63516000.0,,,,,,
34,FANG,"Diamondback Energy, Inc.",2014-09-30,10-K,2016-02-19,,,43739000.0,63516000.0,,,,,,
