,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue,shares_outstanding,stockholders_equity,total_assets,total_liabilities
110,BXP,"BXP, INC.",2021-12-31,10-K,2024-02-27,452692000.0,,505195000.0,,2888621000.0,,,,
111,BXP,"BXP, INC.",2021-12-31,10-K,2025-02-27,452692000.0,,,,,,,,
104,BXP,"BXP, INC.",2020-12-31,10-K,2021-02-26,1668742000.0,2931986000.0,872727000.0,,2765686000.0,155718825.0,5996083000.0,22858190000.0,14511681000.0
105,BXP,"BXP, INC.",2020-12-31,10-K,2022-02-25,1668742000.0,,872727000.0,,2765686000.0,155718825.0,5996083000.0,22858190000.0,14511681000.0
106,BXP,"BXP, INC.",2020-12-31,10-K,2023-02-27,1668742000.0,,872727000.0,,2765686000.0,,,,
107,BXP,"BXP, INC.",2020-12-31,10-K,2024-02-27,1668742000.0,,,,,,,,
100,BXP,"BXP, INC.",2019-12-31,10-K,2020-03-02,644950000.0,2949154000.0,140824000.0,,757501000.0,154790298.0,5684687000.0,21284905000.0,13262304000.0
101,BXP,"BXP, INC.",2019-12-31,10-K,2021-02-26,644950000.0,,521534000.0,,2960562000.0,154790298.0,5684687000.0,21284905000.0,13262304000.0
102,BXP,"BXP, INC.",2019-12-31,10-K,2022-02-25,644950000.0,,521534000.0,,2960562000.0,,,,
103,BXP,"BXP, INC.",2019-12-31,10-K,2023-02-27,644950000.0,,,,,,,,
99,BXP,"BXP, INC.",2019-09-30,10-K,2020-03-02,,,107771000.0,,743553000.0,,,,
98,BXP,"BXP, INC.",2019-06-30,10-K,2020-03-02,,,164318000.0,,733741000.0,,,,
97,BXP,"BXP, INC.",2019-03-31,10-K,2020-03-02,,,98105000.0,,725767000.0,,,,
93,BXP,"BXP, INC.",2018-12-31,10-K,2019-02-28,543359000.0,2995328000.0,148529000.0,,705157000.0,154458478.0,5883171000.0,20256477000.0,12042509000.0
94,BXP,"BXP, INC.",2018-12-31,10-K,2020-03-02,543359000.0,,148529000.0,,705157000.0,154458478.0,5883171000.0,20256477000.0,12042509000.0
95,BXP,"BXP, INC.",2018-12-31,10-K,2021-02-26,543359000.0,,582847000.0,,2717076000.0,,,,
96,BXP,"BXP, INC.",2018-12-31,10-K,2022-02-25,543359000.0,,,,,,,,
91,BXP,"BXP, INC.",2018-09-30,10-K,2019-02-28,,,119118000.0,,686284000.0,,,,
92,BXP,"BXP, INC.",2018-09-30,10-K,2020-03-02,,,119118000.0,,686284000.0,,,,
89,BXP,"BXP, INC.",2018-06-30,10-K,2019-02-28,,,128681000.0,,664484000.0,,,,
90,BXP,"BXP, INC.",2018-06-30,10-K,2020-03-02,,,128681000.0,,664484000.0,,,,
87,BXP,"BXP, INC.",2018-03-31,10-K,2019-02-28,,,176021000.0,,661151000.0,,,,
88,BXP,"BXP, INC.",2018-03-31,10-K,2020-03-02,,,176021000.0,,661151000.0,,,,
83,BXP,"BXP, INC.",2017-12-31,10-K,2018-02-28,434767000.0,3013961000.0,103829000.0,908110000.0,655229000.0,154325286.0,5813957000.0,19372233000.0,11269777000.0
84,BXP,"BXP, INC.",2017-12-31,10-K,2019-02-28,434767000.0,,103829000.0,,655229000.0,154325286.0,5813957000.0,19372233000.0,11269777000.0
85,BXP,"BXP, INC.",2017-12-31,10-K,2020-03-02,434767000.0,,462439000.0,,2602076000.0,,,,
86,BXP,"BXP, INC.",2017-12-31,10-K,2021-02-26,434767000.0,,,,,,,,
81,BXP,"BXP, INC.",2017-09-30,10-K,2018-02-28,,,117337000.0,,657712000.0,,,,
82,BXP,"BXP, INC.",2017-09-30,10-K,2019-02-28,434767000.0,,117337000.0,,657712000.0,,,,
79,BXP,"BXP, INC.",2017-06-30,10-K,2018-02-28,,,133709000.0,,656907000.0,,,,
80,BXP,"BXP, INC.",2017-06-30,10-K,2019-02-28,,,133709000.0,,656907000.0,,,,
77,BXP,"BXP, INC.",2017-03-31,10-K,2018-02-28,,,97083000.0,,632228000.0,,,,
78,BXP,"BXP, INC.",2017-03-31,10-K,2019-02-28,,,97083000.0,,632228000.0,,,,
73,BXP,"BXP, INC.",2016-12-31,10-K,2017-02-28,356914000.0,2031615000.0,147214000.0,825784000.0,636061000.0,153790175.0,5786295000.0,18851643000.0,10919719000.0
74,BXP,"BXP, INC.",2016-12-31,10-K,2018-02-28,356914000.0,,147214000.0,825784000.0,636061000.0,153790175.0,5786295000.0,18851643000.0,10919719000.0
75,BXP,"BXP, INC.",2016-12-31,10-K,2019-02-28,356914000.0,,512785000.0,,2550820000.0,,,,
76,BXP,"BXP, INC.",2016-12-31,10-K,2020-03-02,356914000.0,,,,,,,,
71,BXP,"BXP, INC.",2016-09-30,10-K,2017-02-28,,,76753000.0,,625228000.0,,,,
72,BXP,"BXP, INC.",2016-09-30,10-K,2018-02-28,,,76753000.0,,625228000.0,,,,
69,BXP,"BXP, INC.",2016-06-30,10-K,2017-02-28,,,96597000.0,,623546000.0,,,,
70,BXP,"BXP, INC.",2016-06-30,10-K,2018-02-28,,,96597000.0,,623546000.0,,,,
67,BXP,"BXP, INC.",2016-03-31,10-K,2017-02-28,,,181747000.0,,665985000.0,,,,
68,BXP,"BXP, INC.",2016-03-31,10-K,2018-02-28,,,181747000.0,,665985000.0,,,,
63,BXP,"BXP, INC.",2015-12-31,10-K,2016-02-29,723718000.0,3358479000.0,137851000.0,849365000.0,624240000.0,153579966.0,5709435000.0,18379456000.0,10492529000.0
64,BXP,"BXP, INC.",2015-12-31,10-K,2017-02-28,723718000.0,,137851000.0,849365000.0,624240000.0,153579966.0,5709435000.0,18351486000.0,10464559000.0
65,BXP,"BXP, INC.",2015-12-31,10-K,2018-02-28,723718000.0,,583106000.0,849365000.0,2490821000.0,,,,
66,BXP,"BXP, INC.",2015-12-31,10-K,2019-02-28,723718000.0,,,,,,,,
61,BXP,"BXP, INC.",2015-09-30,10-K,2016-02-29,,,184082000.0,,629884000.0,,,,
62,BXP,"BXP, INC.",2015-09-30,10-K,2017-02-28,,,184082000.0,,629884000.0,,,,
59,BXP,"BXP, INC.",2015-06-30,10-K,2016-02-29,,,79460000.0,,618221000.0,,,,
60,BXP,"BXP, INC.",2015-06-30,10-K,2017-02-28,,,79460000.0,,618221000.0,,,,
57,BXP,"BXP, INC.",2015-03-31,10-K,2016-02-29,,,171182000.0,,618476000.0,,,,
58,BXP,"BXP, INC.",2015-03-31,10-K,2017-02-28,,,171182000.0,,618476000.0,,,,
53,BXP,"BXP, INC.",2014-12-31,10-K,2015-03-02,1763079000.0,4170773000.0,443611000.0,801822000.0,613707000.0,153113945.0,5697298000.0,19886767000.0,11878506000.0
54,BXP,"BXP, INC.",2014-12-31,10-K,2016-02-29,1763079000.0,,174510000.0,801822000.0,613707000.0,153113945.0,5697298000.0,19886767000.0,11878506000.0
55,BXP,"BXP, INC.",2014-12-31,10-K,2017-02-28,1763079000.0,,443611000.0,801822000.0,2396998000.0,,,,
56,BXP,"BXP, INC.",2014-12-31,10-K,2018-02-28,1763079000.0,,,,,,,,
51,BXP,"BXP, INC.",2014-09-30,10-K,2015-03-02,,,,,618803000.0,,,,
52,BXP,"BXP, INC.",2014-09-30,10-K,2016-02-29,,,127724000.0,,618803000.0,,,,
49,BXP,"BXP, INC.",2014-06-30,10-K,2015-03-02,,,,,589794000.0,,,,
50,BXP,"BXP, INC.",2014-06-30,10-K,2016-02-29,,,76527000.0,,589794000.0,,,,
47,BXP,"BXP, INC.",2014-03-31,10-K,2015-03-02,,,,,574694000.0,,,,
48,BXP,"BXP, INC.",2014-03-31,10-K,2016-02-29,,,54034000.0,,574694000.0,,,,
43,BXP,"BXP, INC.",2013-12-31,10-K,2014-02-28,2365137000.0,4258530000.0,88719000.0,678120000.0,576199000.0,152983101.0,5741153000.0,20162251000.0,12967712000.0
44,BXP,"BXP, INC.",2013-12-31,10-K,2015-03-02,2365137000.0,,749811000.0,678120000.0,576199000.0,152983101.0,5741153000.0,20176264000.0,12981725000.0
45,BXP,"BXP, INC.",2013-12-31,10-K,2016-02-29,2365137000.0,,749811000.0,678120000.0,2135539000.0,,,,
46,BXP,"BXP, INC.",2013-12-31,10-K,2017-02-28,2365137000.0,,,,,,,,
41,BXP,"BXP, INC.",2013-09-30,10-K,2014-02-28,,,152677000.0,,571481000.0,,,,
42,BXP,"BXP, INC.",2013-09-30,10-K,2015-03-02,,,,,571481000.0,,,,
39,BXP,"BXP, INC.",2013-06-30,10-K,2014-02-28,,,452417000.0,,510033000.0,,,,
40,BXP,"BXP, INC.",2013-06-30,10-K,2015-03-02,,,,,510033000.0,,,,
37,BXP,"BXP, INC.",2013-03-31,10-K,2014-02-28,,,47854000.0,,477826000.0,,,,
38,BXP,"BXP, INC.",2013-03-31,10-K,2015-03-02,,,,,477826000.0,,,,
33,BXP,"BXP, INC.",2012-12-31,10-K,2013-02-28,1041978000.0,3063841000.0,289650000.0,651681000.0,1876267000.0,151601209.0,5097065000.0,15462321000.0,9619033000.0
34,BXP,"BXP, INC.",2012-12-31,10-K,2014-02-28,1041978000.0,,65400000.0,640321000.0,478047000.0,151601209.0,5097065000.0,15462321000.0,9619033000.0
35,BXP,"BXP, INC.",2012-12-31,10-K,2015-03-02,1041978000.0,,289650000.0,640321000.0,1847186000.0,,,,
36,BXP,"BXP, INC.",2012-12-31,10-K,2016-02-29,1041978000.0,,,,,,,,
32,BXP,"BXP, INC.",2012-09-30,10-K,2014-02-28,,,57249000.0,,464220000.0,,,,
31,BXP,"BXP, INC.",2012-06-30,10-K,2014-02-28,,,118559000.0,,466197000.0,,,,
30,BXP,"BXP, INC.",2012-03-31,10-K,2014-02-28,,,48454000.0,,438722000.0,,,,
26,BXP,"BXP, INC.",2011-12-31,10-K,2012-02-28,1823208000.0,3099473000.0,101644000.0,618640000.0,452787000.0,148107611.0,4865998000.0,14782966000.0,9313798000.0
27,BXP,"BXP, INC.",2011-12-31,10-K,2013-02-28,1823208000.0,,272679000.0,616759000.0,1751320000.0,148107611.0,4865998000.0,14782966000.0,9313798000.0
28,BXP,"BXP, INC.",2011-12-31,10-K,2014-02-28,1823208000.0,,272679000.0,605166000.0,1722792000.0,,,,
29,BXP,"BXP, INC.",2011-12-31,10-K,2015-03-02,1823208000.0,,,,,,,,
25,BXP,"BXP, INC.",2011-09-30,10-K,2012-02-28,,,70542000.0,,452413000.0,,,,
24,BXP,"BXP, INC.",2011-06-30,10-K,2012-02-28,,,60214000.0,,436451000.0,,,,
23,BXP,"BXP, INC.",2011-03-31,10-K,2012-02-28,,,40813000.0,,417875000.0,,,,
20,BXP,"BXP, INC.",2010-12-31,10-K,2011-02-25,478948000.0,,-12903000.0,610514000.0,392482000.0,140199105.0,4372643000.0,13348263000.0,8328418000.0
21,BXP,"BXP, INC.",2010-12-31,10-K,2012-02-28,478948000.0,,-12903000.0,610514000.0,392482000.0,140199105.0,4372643000.0,13348263000.0,8328418000.0
22,BXP,"BXP, INC.",2010-12-31,10-K,2013-02-28,478948000.0,,159072000.0,609072000.0,1543310000.0,,,,
18,BXP,"BXP, INC.",2010-09-30,10-K,2011-02-25,,,57668000.0,,386410000.0,,,,
19,BXP,"BXP, INC.",2010-09-30,10-K,2012-02-28,,,57668000.0,,386410000.0,,,,
16,BXP,"BXP, INC.",2010-06-30,10-K,2011-02-25,,,61412000.0,,393841000.0,,,,
17,BXP,"BXP, INC.",2010-06-30,10-K,2012-02-28,,,61412000.0,,393841000.0,,,,
14,BXP,"BXP, INC.",2010-03-31,10-K,2011-02-25,,,52714000.0,,378071000.0,,,,
15,BXP,"BXP, INC.",2010-03-31,10-K,2012-02-28,,,52714000.0,,378071000.0,,,,
9,BXP,"BXP, INC.",2009-12-31,10-K,2010-02-25,1448933000.0,,231014000.0,250681000.0,1522249000.0,138880010.0,4446002000.0,12348703000.0,7223992000.0
10,BXP,"BXP, INC.",2009-12-31,10-K,2011-02-25,1448933000.0,,53317000.0,567531000.0,376128000.0,138880010.0,4446002000.0,12348703000.0,7223992000.0
11,BXP,"BXP, INC.",2009-12-31,10-K,2012-02-28,1448933000.0,,231014000.0,567531000.0,1518190000.0,,,,
12,BXP,"BXP, INC.",2009-12-31,10-K,2013-02-28,1448933000.0,,,,,,,,
13,BXP,"BXP, INC.",2009-12-31,10-K,2014-02-28,478948000.0,,,,,,,,
8,BXP,"BXP, INC.",2009-09-30,10-K,2011-02-25,,,65795000.0,,375790000.0,,,,
7,BXP,"BXP, INC.",2009-06-30,10-K,2011-02-25,,,67152000.0,,389048000.0,,,,
6,BXP,"BXP, INC.",2009-03-31,10-K,2011-02-25,,,44598000.0,,377224000.0,,,,
3,BXP,"BXP, INC.",2008-12-31,10-K,2010-02-25,241510000.0,,105270000.0,279401000.0,1488400000.0,121180655.0,3688993000.0,10917476000.0,6602719000.0
4,BXP,"BXP, INC.",2008-12-31,10-K,2011-02-25,241510000.0,,105270000.0,577390000.0,1469442000.0,,,,
5,BXP,"BXP, INC.",2008-12-31,10-K,2012-02-28,241510000.0,,,,,,,,
1,BXP,"BXP, INC.",2007-12-31,10-K,2010-02-25,1506921000.0,,1310106000.0,336375000.0,1482289000.0,,,,
2,BXP,"BXP, INC.",2007-12-31,10-K,2011-02-25,1506921000.0,,,,,,,,
0,BXP,"BXP, INC.",2006-12-31,10-K,2010-02-25,725788000.0,,,,,,,,
