,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue,revenue_alt,shares_outstanding,stockholders_equity,total_assets
127,AWK,"American Water Works Company, Inc.",2022-09-30,10-K,2023-02-15,,,297000000.0,439000000.0,,,,,
128,AWK,"American Water Works Company, Inc.",2022-09-30,10-K,2024-02-14,,,297000000.0,439000000.0,,,,,
125,AWK,"American Water Works Company, Inc.",2022-06-30,10-K,2023-02-15,,,218000000.0,327000000.0,,,,,
126,AWK,"American Water Works Company, Inc.",2022-06-30,10-K,2024-02-14,,,218000000.0,327000000.0,,,,,
123,AWK,"American Water Works Company, Inc.",2022-03-31,10-K,2023-02-15,,,158000000.0,246000000.0,,,,,
124,AWK,"American Water Works Company, Inc.",2022-03-31,10-K,2024-02-14,,,158000000.0,246000000.0,,,,,
119,AWK,"American Water Works Company, Inc.",2021-12-31,10-K,2022-02-16,116000000.0,,645000000.0,220000000.0,,3914000000.0,,7298000000.0,26075000000.0
120,AWK,"American Water Works Company, Inc.",2021-12-31,10-K,2023-02-15,116000000.0,,645000000.0,220000000.0,,3914000000.0,,7298000000.0,26075000000.0
121,AWK,"American Water Works Company, Inc.",2021-12-31,10-K,2024-02-14,,,1263000000.0,1196000000.0,,3914000000.0,,7298000000.0,26075000000.0
122,AWK,"American Water Works Company, Inc.",2021-12-31,10-K,2025-02-19,,,,,,,,7298000000.0,
117,AWK,"American Water Works Company, Inc.",2021-09-30,10-K,2022-02-16,,,278000000.0,417000000.0,,,,,
118,AWK,"American Water Works Company, Inc.",2021-09-30,10-K,2023-02-15,,,278000000.0,417000000.0,,,,,
115,AWK,"American Water Works Company, Inc.",2021-06-30,10-K,2022-02-16,,,207000000.0,330000000.0,,,,,
116,AWK,"American Water Works Company, Inc.",2021-06-30,10-K,2023-02-15,,,207000000.0,330000000.0,,,,,
113,AWK,"American Water Works Company, Inc.",2021-03-31,10-K,2022-02-16,,,133000000.0,229000000.0,,,,,
114,AWK,"American Water Works Company, Inc.",2021-03-31,10-K,2023-02-15,,,133000000.0,229000000.0,,,,,
109,AWK,"American Water Works Company, Inc.",2020-12-31,10-K,2021-02-24,547000000.0,9656000000.0,145000000.0,263000000.0,,3743000000.0,,6454000000.0,24766000000.0
110,AWK,"American Water Works Company, Inc.",2020-12-31,10-K,2022-02-16,547000000.0,,145000000.0,263000000.0,,3743000000.0,,6454000000.0,24766000000.0
111,AWK,"American Water Works Company, Inc.",2020-12-31,10-K,2023-02-15,,,709000000.0,1248000000.0,,3743000000.0,,6454000000.0,24766000000.0
112,AWK,"American Water Works Company, Inc.",2020-12-31,10-K,2024-02-14,,,,,,,,6454000000.0,
107,AWK,"American Water Works Company, Inc.",2020-09-30,10-K,2021-02-24,,,264000000.0,433000000.0,,,,,
108,AWK,"American Water Works Company, Inc.",2020-09-30,10-K,2022-02-16,,,264000000.0,433000000.0,,,,,
105,AWK,"American Water Works Company, Inc.",2020-06-30,10-K,2021-02-24,,,176000000.0,313000000.0,,,,,
106,AWK,"American Water Works Company, Inc.",2020-06-30,10-K,2022-02-16,,,176000000.0,313000000.0,,,,,
103,AWK,"American Water Works Company, Inc.",2020-03-31,10-K,2021-02-24,,,124000000.0,239000000.0,,,,,
104,AWK,"American Water Works Company, Inc.",2020-03-31,10-K,2022-02-16,,,124000000.0,239000000.0,,,,,
99,AWK,"American Water Works Company, Inc.",2019-12-31,10-K,2020-02-18,60000000.0,8664000000.0,98000000.0,224000000.0,,3587000000.0,,6121000000.0,22682000000.0
100,AWK,"American Water Works Company, Inc.",2019-12-31,10-K,2021-02-24,60000000.0,8664000000.0,98000000.0,224000000.0,,,,6121000000.0,22682000000.0
101,AWK,"American Water Works Company, Inc.",2019-12-31,10-K,2022-02-16,,,621000000.0,1214000000.0,,3587000000.0,,6121000000.0,22682000000.0
102,AWK,"American Water Works Company, Inc.",2019-12-31,10-K,2023-02-15,,,,,,,,6121000000.0,
97,AWK,"American Water Works Company, Inc.",2019-09-30,10-K,2020-02-18,,,240000000.0,406000000.0,,,,,
98,AWK,"American Water Works Company, Inc.",2019-09-30,10-K,2021-02-24,,,240000000.0,406000000.0,,,,,
95,AWK,"American Water Works Company, Inc.",2019-06-30,10-K,2020-02-18,,,170000000.0,302000000.0,,,,,
96,AWK,"American Water Works Company, Inc.",2019-06-30,10-K,2021-02-24,,,170000000.0,302000000.0,,,,,
93,AWK,"American Water Works Company, Inc.",2019-03-31,10-K,2020-02-18,,,113000000.0,238000000.0,,,,,
94,AWK,"American Water Works Company, Inc.",2019-03-31,10-K,2021-02-24,,,113000000.0,238000000.0,,,,,
89,AWK,"American Water Works Company, Inc.",2018-12-31,10-K,2019-02-19,130000000.0,7638000000.0,112000000.0,248000000.0,,3417000000.0,,5864000000.0,21223000000.0
90,AWK,"American Water Works Company, Inc.",2018-12-31,10-K,2020-02-18,130000000.0,7638000000.0,112000000.0,248000000.0,,,,5864000000.0,21223000000.0
91,AWK,"American Water Works Company, Inc.",2018-12-31,10-K,2021-02-24,,,567000000.0,1102000000.0,,,,5864000000.0,21223000000.0
92,AWK,"American Water Works Company, Inc.",2018-12-31,10-K,2022-02-16,,,,,,,,5864000000.0,
87,AWK,"American Water Works Company, Inc.",2018-09-30,10-K,2019-02-19,,,187000000.0,335000000.0,,,,,
88,AWK,"American Water Works Company, Inc.",2018-09-30,10-K,2020-02-18,,,187000000.0,335000000.0,,,,,
85,AWK,"American Water Works Company, Inc.",2018-06-30,10-K,2019-02-19,,,162000000.0,302000000.0,,,,,
86,AWK,"American Water Works Company, Inc.",2018-06-30,10-K,2020-02-18,,,162000000.0,302000000.0,,,,,
83,AWK,"American Water Works Company, Inc.",2018-03-31,10-K,2019-02-19,,,106000000.0,217000000.0,,,,,
84,AWK,"American Water Works Company, Inc.",2018-03-31,10-K,2020-02-18,,,106000000.0,217000000.0,,,,,
79,AWK,"American Water Works Company, Inc.",2017-12-31,10-K,2018-02-20,55000000.0,6809000000.0,-1000000.0,279000000.0,,,,5385000000.0,19482000000.0
80,AWK,"American Water Works Company, Inc.",2017-12-31,10-K,2019-02-19,55000000.0,6809000000.0,-1000000.0,281000000.0,,,,5385000000.0,19482000000.0
81,AWK,"American Water Works Company, Inc.",2017-12-31,10-K,2020-02-18,,,426000000.0,1253000000.0,,,,5385000000.0,19482000000.0
82,AWK,"American Water Works Company, Inc.",2017-12-31,10-K,2021-02-24,,,,,,,,5385000000.0,
77,AWK,"American Water Works Company, Inc.",2017-09-30,10-K,2018-02-20,,,203000000.0,430000000.0,,,,,
78,AWK,"American Water Works Company, Inc.",2017-09-30,10-K,2019-02-19,,,203000000.0,432000000.0,,,,,
75,AWK,"American Water Works Company, Inc.",2017-06-30,10-K,2018-02-20,,,131000000.0,308000000.0,,,,,
76,AWK,"American Water Works Company, Inc.",2017-06-30,10-K,2019-02-19,,,131000000.0,310000000.0,,,,,
73,AWK,"American Water Works Company, Inc.",2017-03-31,10-K,2018-02-20,,,93000000.0,227000000.0,,,,,
74,AWK,"American Water Works Company, Inc.",2017-03-31,10-K,2019-02-19,,,93000000.0,230000000.0,,,,,
69,AWK,"American Water Works Company, Inc.",2016-12-31,10-K,2017-02-21,75000000.0,6320000000.0,101000000.0,248000000.0,,,,5218000000.0,18482000000.0
70,AWK,"American Water Works Company, Inc.",2016-12-31,10-K,2018-02-20,75000000.0,6320000000.0,101000000.0,248000000.0,,,,5218000000.0,18482000000.0
71,AWK,"American Water Works Company, Inc.",2016-12-31,10-K,2019-02-19,,,468000000.0,1085000000.0,,,,5218000000.0,18482000000.0
72,AWK,"American Water Works Company, Inc.",2016-12-31,10-K,2020-02-18,,,,,,,,5218000000.0,
67,AWK,"American Water Works Company, Inc.",2016-09-30,10-K,2017-02-21,,,148000000.0,319000000.0,,,,,
68,AWK,"American Water Works Company, Inc.",2016-09-30,10-K,2018-02-20,,,148000000.0,319000000.0,,,,,
65,AWK,"American Water Works Company, Inc.",2016-06-30,10-K,2017-02-21,,,137000000.0,299000000.0,,,,,
66,AWK,"American Water Works Company, Inc.",2016-06-30,10-K,2018-02-20,,,137000000.0,299000000.0,,,,,
63,AWK,"American Water Works Company, Inc.",2016-03-31,10-K,2017-02-21,,,82000000.0,214000000.0,,,,,
64,AWK,"American Water Works Company, Inc.",2016-03-31,10-K,2018-02-20,,,82000000.0,214000000.0,,,,,
59,AWK,"American Water Works Company, Inc.",2015-12-31,10-K,2016-02-25,45000000.0,5914000000.0,99000000.0,232000000.0,,,,5049000000.0,17241000000.0
60,AWK,"American Water Works Company, Inc.",2015-12-31,10-K,2017-02-21,45000000.0,5914000000.0,99000000.0,232000000.0,,,,5049000000.0,17241000000.0
61,AWK,"American Water Works Company, Inc.",2015-12-31,10-K,2018-02-20,,,476000000.0,1075000000.0,,,,5049000000.0,17241000000.0
62,AWK,"American Water Works Company, Inc.",2015-12-31,10-K,2019-02-19,,,,,,,,5049000000.0,
57,AWK,"American Water Works Company, Inc.",2015-09-30,10-K,2016-02-25,,,174000000.0,361000000.0,,,,,
58,AWK,"American Water Works Company, Inc.",2015-09-30,10-K,2017-02-21,,,174000000.0,361000000.0,,,,,
55,AWK,"American Water Works Company, Inc.",2015-06-30,10-K,2016-02-25,,,123000000.0,278000000.0,,,,,
56,AWK,"American Water Works Company, Inc.",2015-06-30,10-K,2017-02-21,,,123000000.0,278000000.0,,,,,
53,AWK,"American Water Works Company, Inc.",2015-03-31,10-K,2016-02-25,,,80000000.0,204000000.0,,,,,
54,AWK,"American Water Works Company, Inc.",2015-03-31,10-K,2017-02-21,,,80000000.0,204000000.0,,,,,
49,AWK,"American Water Works Company, Inc.",2014-12-31,10-K,2015-02-25,23080000.0,,93501000.0,223061000.0,731378000.0,,179462000.0,,16130956000.0
50,AWK,"American Water Works Company, Inc.",2014-12-31,10-K,2016-02-25,23000000.0,5485000000.0,94000000.0,224000000.0,,,,4915000000.0,16038000000.0
51,AWK,"American Water Works Company, Inc.",2014-12-31,10-K,2017-02-21,23000000.0,,423000000.0,1003000000.0,,,,4915000000.0,16038000000.0
52,AWK,"American Water Works Company, Inc.",2014-12-31,10-K,2018-02-20,,,,,,,,4915000000.0,
47,AWK,"American Water Works Company, Inc.",2014-09-30,10-K,2015-02-25,,,152185000.0,337285000.0,846169000.0,,,,
48,AWK,"American Water Works Company, Inc.",2014-09-30,10-K,2016-02-25,,,152000000.0,337000000.0,,,,,
45,AWK,"American Water Works Company, Inc.",2014-06-30,10-K,2015-02-25,,,109299000.0,254788000.0,754778000.0,,,,
46,AWK,"American Water Works Company, Inc.",2014-06-30,10-K,2016-02-25,,,109000000.0,255000000.0,,,,,
43,AWK,"American Water Works Company, Inc.",2014-03-31,10-K,2015-02-25,,,68123000.0,187442000.0,679003000.0,,,,
44,AWK,"American Water Works Company, Inc.",2014-03-31,10-K,2016-02-25,,,68000000.0,187000000.0,,,,,
39,AWK,"American Water Works Company, Inc.",2013-12-31,10-K,2014-02-27,26964000.0,5244232000.0,59693000.0,215854000.0,712260000.0,,178379000.0,4727804000.0,15069533000.0
40,AWK,"American Water Works Company, Inc.",2013-12-31,10-K,2015-02-25,26964000.0,,59693000.0,217795000.0,706242000.0,,178379000.0,,15088142000.0
41,AWK,"American Water Works Company, Inc.",2013-12-31,10-K,2016-02-25,27000000.0,,369000000.0,948000000.0,,,,4728000000.0,15064000000.0
42,AWK,"American Water Works Company, Inc.",2013-12-31,10-K,2017-02-21,27000000.0,,,,,,,4728000000.0,
37,AWK,"American Water Works Company, Inc.",2013-09-30,10-K,2014-02-27,,,150665000.0,323875000.0,829196000.0,,,,
38,AWK,"American Water Works Company, Inc.",2013-09-30,10-K,2015-02-25,,,150665000.0,323166000.0,822190000.0,,,,
35,AWK,"American Water Works Company, Inc.",2013-06-30,10-K,2014-02-27,,,101263000.0,241887000.0,724265000.0,,,,
36,AWK,"American Water Works Company, Inc.",2013-06-30,10-K,2015-02-25,,,101263000.0,242031000.0,718565000.0,,,,
33,AWK,"American Water Works Company, Inc.",2013-03-31,10-K,2014-02-27,,,57643000.0,164233000.0,636137000.0,,,,
34,AWK,"American Water Works Company, Inc.",2013-03-31,10-K,2015-02-25,,,57643000.0,165324000.0,631939000.0,,,,
29,AWK,"American Water Works Company, Inc.",2012-12-31,10-K,2013-03-01,24433000.0,5325289000.0,55478000.0,166963000.0,680913000.0,,176988000.0,4443268000.0,14718976000.0
30,AWK,"American Water Works Company, Inc.",2012-12-31,10-K,2014-02-27,24433000.0,5325289000.0,55478000.0,166963000.0,680913000.0,,176988000.0,4443268000.0,14718976000.0
31,AWK,"American Water Works Company, Inc.",2012-12-31,10-K,2015-02-25,24433000.0,,358070000.0,924104000.0,2853926000.0,,,,14718976000.0
32,AWK,"American Water Works Company, Inc.",2012-12-31,10-K,2016-02-25,24000000.0,,,,,,,4445000000.0,
27,AWK,"American Water Works Company, Inc.",2012-09-30,10-K,2013-03-01,,,153812000.0,327640000.0,831815000.0,,,,
28,AWK,"American Water Works Company, Inc.",2012-09-30,10-K,2014-02-27,,,153812000.0,327640000.0,831815000.0,,,,
25,AWK,"American Water Works Company, Inc.",2012-06-30,10-K,2013-03-01,,,107026000.0,270632000.0,745607000.0,,,,
26,AWK,"American Water Works Company, Inc.",2012-06-30,10-K,2014-02-27,,,107026000.0,270632000.0,745607000.0,,,,
23,AWK,"American Water Works Company, Inc.",2012-03-31,10-K,2013-03-01,,,41754000.0,159738000.0,618554000.0,,,,
24,AWK,"American Water Works Company, Inc.",2012-03-31,10-K,2014-02-27,,,41754000.0,159738000.0,618554000.0,,,,
19,AWK,"American Water Works Company, Inc.",2011-12-31,10-K,2012-02-28,14207000.0,,64848000.0,177083000.0,639779000.0,,175664000.0,4235837000.0,14776391000.0
20,AWK,"American Water Works Company, Inc.",2011-12-31,10-K,2013-03-01,14207000.0,5389942000.0,64848000.0,177083000.0,639779000.0,,175664000.0,4235837000.0,14776391000.0
21,AWK,"American Water Works Company, Inc.",2011-12-31,10-K,2014-02-27,14207000.0,,309613000.0,803136000.0,2666236000.0,,,,14776391000.0
22,AWK,"American Water Works Company, Inc.",2011-12-31,10-K,2015-02-25,14207000.0,,,,,,,,
17,AWK,"American Water Works Company, Inc.",2011-09-30,10-K,2012-02-28,,,137422000.0,281408000.0,760869000.0,,,,
18,AWK,"American Water Works Company, Inc.",2011-09-30,10-K,2013-03-01,,,137422000.0,281408000.0,760869000.0,,,,
15,AWK,"American Water Works Company, Inc.",2011-06-30,10-K,2012-02-28,,,81110000.0,201395000.0,668873000.0,,,,
16,AWK,"American Water Works Company, Inc.",2011-06-30,10-K,2013-03-01,,,81110000.0,201395000.0,668873000.0,,,,
13,AWK,"American Water Works Company, Inc.",2011-03-31,10-K,2012-02-28,,,26233000.0,143250000.0,596715000.0,,,,
14,AWK,"American Water Works Company, Inc.",2011-03-31,10-K,2013-03-01,,,26233000.0,143250000.0,596715000.0,,,,
9,AWK,"American Water Works Company, Inc.",2010-12-31,10-K,2011-02-28,13112000.0,,267827000.0,748091000.0,2710677000.0,,174996000.0,4132272000.0,14079773000.0
10,AWK,"American Water Works Company, Inc.",2010-12-31,10-K,2012-02-28,13112000.0,,40154000.0,149444000.0,625773000.0,,174996000.0,4127725000.0,14086246000.0
11,AWK,"American Water Works Company, Inc.",2010-12-31,10-K,2013-03-01,13112000.0,,267827000.0,728122000.0,2555035000.0,,,,14086246000.0
12,AWK,"American Water Works Company, Inc.",2010-12-31,10-K,2014-02-27,13112000.0,,,,,,,,
8,AWK,"American Water Works Company, Inc.",2010-09-30,10-K,2012-02-28,,,124114000.0,266480000.0,744296000.0,,,,
7,AWK,"American Water Works Company, Inc.",2010-06-30,10-K,2012-02-28,,,72751000.0,188367000.0,630761000.0,,,,
6,AWK,"American Water Works Company, Inc.",2010-03-31,10-K,2012-02-28,,,30808000.0,123831000.0,554205000.0,,,,
3,AWK,"American Water Works Company, Inc.",2009-12-31,10-K,2011-02-28,22256000.0,,-233083000.0,173609000.0,2440703000.0,,174630000.0,4005416000.0,13452651000.0
4,AWK,"American Water Works Company, Inc.",2009-12-31,10-K,2012-02-28,22256000.0,,-233083000.0,183835000.0,2290446000.0,,,,13459368000.0
5,AWK,"American Water Works Company, Inc.",2009-12-31,10-K,2013-03-01,22256000.0,,,,,,,,
1,AWK,"American Water Works Company, Inc.",2008-12-31,10-K,2011-02-28,9542000.0,,-562421000.0,-186896000.0,2336928000.0,,,4106558000.0,
2,AWK,"American Water Works Company, Inc.",2008-12-31,10-K,2012-02-28,9542000.0,,,,,,,,
0,AWK,"American Water Works Company, Inc.",2007-12-31,10-K,2011-02-28,13481000.0,,,,,,,4546614000.0,
