,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue_alt,shares_outstanding,stockholders_equity,total_assets,total_liabilities
15,MRVL,"MARVELL TECHNOLOGY, INC.",2025-02-01,10-K,2025-03-12,948300000.0,4063800000.0,-885000000.0,-720300000.0,5767300000.0,866000000.0,13427000000.0,20204500000.0,6777500000.0
13,MRVL,"MARVELL TECHNOLOGY, INC.",2024-02-03,10-K,2024-03-13,950800000.0,4165900000.0,-933400000.0,-567700000.0,5507700000.0,865500000.0,14831400000.0,21228500000.0,6397100000.0
14,MRVL,"MARVELL TECHNOLOGY, INC.",2024-02-03,10-K,2025-03-12,950800000.0,4165900000.0,-933400000.0,-567700000.0,5507700000.0,865500000.0,14831400000.0,21228500000.0,6397100000.0
10,MRVL,"MARVELL TECHNOLOGY, INC.",2023-01-28,10-K,2023-03-09,911000000.0,4492100000.0,-163500000.0,238000000.0,5919600000.0,856100000.0,15637200000.0,22522100000.0,6884900000.0
11,MRVL,"MARVELL TECHNOLOGY, INC.",2023-01-28,10-K,2024-03-13,911000000.0,4492100000.0,-163500000.0,238000000.0,5919600000.0,856100000.0,15637200000.0,22522100000.0,6884900000.0
12,MRVL,"MARVELL TECHNOLOGY, INC.",2023-01-28,10-K,2025-03-12,,,-163500000.0,238000000.0,5919600000.0,,15637200000.0,,
6,MRVL,"MARVELL TECHNOLOGY, INC.",2022-01-29,10-K,2022-03-10,613533000.0,4547977000.0,-421034000.0,-347668000.0,4462383000.0,846695000.0,15702097000.0,22108597000.0,6406500000.0
7,MRVL,"MARVELL TECHNOLOGY, INC.",2022-01-29,10-K,2023-03-09,613500000.0,4548000000.0,-421000000.0,-347700000.0,4462400000.0,846700000.0,15702100000.0,22108600000.0,6406500000.0
8,MRVL,"MARVELL TECHNOLOGY, INC.",2022-01-29,10-K,2024-03-13,,,-421000000.0,-347700000.0,4462400000.0,,15702100000.0,,
9,MRVL,"MARVELL TECHNOLOGY, INC.",2022-01-29,10-K,2025-03-12,,,,,,,15702100000.0,,
3,MRVL,"MARVELL TECHNOLOGY, INC.",2021-01-30,10-K,2022-03-10,748467000.0,1192811000.0,-277298000.0,-258389000.0,2968900000.0,675402000.0,8435804000.0,10764924000.0,2329120000.0
4,MRVL,"MARVELL TECHNOLOGY, INC.",2021-01-30,10-K,2023-03-09,,,-277300000.0,-258400000.0,2968900000.0,,8435800000.0,,
5,MRVL,"MARVELL TECHNOLOGY, INC.",2021-01-30,10-K,2024-03-13,,,,,,,8435800000.0,,
1,MRVL,"MARVELL TECHNOLOGY, INC.",2020-02-01,10-K,2022-03-10,,,1584391000.0,-243358000.0,2699161000.0,,8678580000.0,,
2,MRVL,"MARVELL TECHNOLOGY, INC.",2020-02-01,10-K,2023-03-09,,,,,,,8678600000.0,,
0,MRVL,"MARVELL TECHNOLOGY, INC.",2019-02-02,10-K,2022-03-10,,,,,,,7306410000.0,,
