,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue,revenue_alt,shares_outstanding,stockholders_equity,total_assets,total_liabilities
124,MMM,3M COMPANY,2025-12-31,10-K,2026-02-03,,12602000000.0,3250000000.0,4629000000.0,24948000000.0,24948000000.0,530279131.0,4702000000.0,37733000000.0,32986000000.0
122,MMM,3M COMPANY,2024-12-31,10-K,2025-02-05,,13044000000.0,728000000.0,4822000000.0,6010000000.0,24575000000.0,539470303.0,3842000000.0,39868000000.0,35974000000.0
123,MMM,3M COMPANY,2024-12-31,10-K,2026-02-03,,13044000000.0,4173000000.0,4822000000.0,24575000000.0,24575000000.0,539470303.0,3842000000.0,39868000000.0,35974000000.0
121,MMM,3M COMPANY,2024-09-30,10-K,2025-02-05,,,1372000000.0,,6294000000.0,,,,,
120,MMM,3M COMPANY,2024-06-30,10-K,2025-02-05,,,1145000000.0,,6255000000.0,,,,,
119,MMM,3M COMPANY,2024-03-31,10-K,2025-02-05,,,928000000.0,,6016000000.0,,,,,
116,MMM,3M COMPANY,2023-12-31,10-K,2024-02-07,,14240000000.0,-6995000000.0,-9128000000.0,32681000000.0,,552581136.0,4807000000.0,50580000000.0,45712000000.0
117,MMM,3M COMPANY,2023-12-31,10-K,2025-02-05,,14240000000.0,945000000.0,-10689000000.0,6002000000.0,24610000000.0,552581136.0,4807000000.0,50580000000.0,45712000000.0
118,MMM,3M COMPANY,2023-12-31,10-K,2026-02-03,,,-6995000000.0,-10689000000.0,24610000000.0,24610000000.0,,,,
115,MMM,3M COMPANY,2023-09-30,10-K,2025-02-05,,,-2075000000.0,,6270000000.0,,,,,
114,MMM,3M COMPANY,2023-06-30,10-K,2025-02-05,,,-6841000000.0,,6283000000.0,,,,,
113,MMM,3M COMPANY,2023-03-31,10-K,2025-02-05,,,976000000.0,,6055000000.0,,,,,
110,MMM,3M COMPANY,2022-12-31,10-K,2023-02-08,,15939000000.0,5777000000.0,6539000000.0,34229000000.0,34229000000.0,549245105.0,14722000000.0,46455000000.0,31685000000.0
