,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue,revenue_alt,shares_outstanding,stockholders_equity,total_assets,total_liabilities
133,AAPL,Apple Inc.,2025-09-27,10-K,2025-10-31,35934000000.0,90678000000.0,112010000000.0,133050000000.0,,416161000000.0,14773260000.0,73733000000.0,359241000000.0,285508000000.0
131,AAPL,Apple Inc.,2024-09-28,10-K,2024-11-01,29943000000.0,96662000000.0,93736000000.0,123216000000.0,,391035000000.0,15116786000.0,56950000000.0,364980000000.0,308030000000.0
132,AAPL,Apple Inc.,2024-09-28,10-K,2025-10-31,29943000000.0,96662000000.0,93736000000.0,123216000000.0,,391035000000.0,15116786000.0,56950000000.0,364980000000.0,308030000000.0
128,AAPL,Apple Inc.,2023-09-30,10-K,2023-11-03,29965000000.0,105103000000.0,96995000000.0,114301000000.0,,383285000000.0,15550061000.0,62146000000.0,352583000000.0,290437000000.0
129,AAPL,Apple Inc.,2023-09-30,10-K,2024-11-01,29965000000.0,105103000000.0,96995000000.0,114301000000.0,,383285000000.0,15550061000.0,62146000000.0,352583000000.0,290437000000.0
130,AAPL,Apple Inc.,2023-09-30,10-K,2025-10-31,,,96995000000.0,114301000000.0,,383285000000.0,,62146000000.0,,
124,AAPL,Apple Inc.,2022-09-24,10-K,2022-10-28,23646000000.0,,99803000000.0,119437000000.0,,394328000000.0,15943425000.0,50672000000.0,352755000000.0,302083000000.0
125,AAPL,Apple Inc.,2022-09-24,10-K,2023-11-03,23646000000.0,110087000000.0,99803000000.0,119437000000.0,,394328000000.0,15943425000.0,50672000000.0,352755000000.0,302083000000.0
126,AAPL,Apple Inc.,2022-09-24,10-K,2024-11-01,,,99803000000.0,119437000000.0,,394328000000.0,,50672000000.0,,
127,AAPL,Apple Inc.,2022-09-24,10-K,2025-10-31,,,,,,,,50672000000.0,,
120,AAPL,Apple Inc.,2021-09-25,10-K,2021-10-29,34940000000.0,,94680000000.0,108949000000.0,,365817000000.0,16426786000.0,63090000000.0,351002000000.0,287912000000.0
121,AAPL,Apple Inc.,2021-09-25,10-K,2022-10-28,34940000000.0,,94680000000.0,108949000000.0,,365817000000.0,16426786000.0,63090000000.0,351002000000.0,287912000000.0
122,AAPL,Apple Inc.,2021-09-25,10-K,2023-11-03,,,94680000000.0,108949000000.0,,365817000000.0,,63090000000.0,,
123,AAPL,Apple Inc.,2021-09-25,10-K,2024-11-01,,,,,,,,63090000000.0,,
116,AAPL,Apple Inc.,2020-09-26,10-K,2020-10-30,38016000000.0,,12673000000.0,66288000000.0,,64698000000.0,16976763000.0,65339000000.0,323888000000.0,258549000000.0
117,AAPL,Apple Inc.,2020-09-26,10-K,2021-10-29,38016000000.0,,57411000000.0,66288000000.0,,274515000000.0,16976763000.0,65339000000.0,323888000000.0,258549000000.0
118,AAPL,Apple Inc.,2020-09-26,10-K,2022-10-28,,,57411000000.0,66288000000.0,,274515000000.0,,65339000000.0,,
119,AAPL,Apple Inc.,2020-09-26,10-K,2023-11-03,,,,,,,,65339000000.0,,
115,AAPL,Apple Inc.,2020-06-27,10-K,2020-10-30,,,11253000000.0,,,59685000000.0,,,,
114,AAPL,Apple Inc.,2020-03-28,10-K,2020-10-30,,,11249000000.0,,,58313000000.0,,,,
113,AAPL,Apple Inc.,2019-12-28,10-K,2020-10-30,,,22236000000.0,,,91819000000.0,,,,
109,AAPL,Apple Inc.,2019-09-28,10-K,2019-10-31,48844000000.0,,13686000000.0,63930000000.0,,64040000000.0,4443236000.0,90488000000.0,338516000000.0,248028000000.0
110,AAPL,Apple Inc.,2019-09-28,10-K,2020-10-30,48844000000.0,,13686000000.0,63930000000.0,,64040000000.0,17772945000.0,90488000000.0,338516000000.0,248028000000.0
111,AAPL,Apple Inc.,2019-09-28,10-K,2021-10-29,,,55256000000.0,63930000000.0,,260174000000.0,,90488000000.0,,
112,AAPL,Apple Inc.,2019-09-28,10-K,2022-10-28,,,,,,,,90488000000.0,,
107,AAPL,Apple Inc.,2019-06-29,10-K,2019-10-31,,,10044000000.0,,,53809000000.0,,,,
108,AAPL,Apple Inc.,2019-06-29,10-K,2020-10-30,,,10044000000.0,,,53809000000.0,,,,
105,AAPL,Apple Inc.,2019-03-30,10-K,2019-10-31,,,11561000000.0,,,58015000000.0,,,,
