,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue,revenue_alt,shares_outstanding,stockholders_equity,total_assets,total_liabilities
39,ALLE,Allegion plc,2025-12-31,10-K,2026-02-17,356200000.0,1980100000.0,643800000.0,859500000.0,,4067300000.0,86066997.0,,5223700000.0,3156100000.0
37,ALLE,Allegion plc,2024-12-31,10-K,2025-02-18,503800000.0,1999500000.0,597500000.0,780700000.0,,3772200000.0,86254744.0,,4487800000.0,2987100000.0
38,ALLE,Allegion plc,2024-12-31,10-K,2026-02-17,503800000.0,1999500000.0,597500000.0,780700000.0,,3772200000.0,86254744.0,,4487800000.0,2987100000.0
34,ALLE,Allegion plc,2023-12-31,10-K,2024-02-20,468100000.0,2015000000.0,540400000.0,708400000.0,,3650800000.0,87504673.0,1318300000.0,4311500000.0,2993200000.0
35,ALLE,Allegion plc,2023-12-31,10-K,2025-02-18,468100000.0,2015000000.0,540400000.0,708400000.0,,3650800000.0,87504673.0,,4311500000.0,2993200000.0
36,ALLE,Allegion plc,2023-12-31,10-K,2026-02-17,,,540400000.0,708400000.0,,3650800000.0,,,4311500000.0,
31,ALLE,Allegion plc,2022-12-31,10-K,2023-02-22,288000000.0,2094500000.0,458000000.0,586400000.0,,3271900000.0,87852777.0,941800000.0,3991200000.0,3046700000.0
32,ALLE,Allegion plc,2022-12-31,10-K,2024-02-20,288000000.0,2094500000.0,458000000.0,586400000.0,,3271900000.0,87852777.0,941800000.0,3991200000.0,3046700000.0
33,ALLE,Allegion plc,2022-12-31,10-K,2025-02-18,,,458000000.0,586400000.0,,3271900000.0,,,3991200000.0,
28,ALLE,Allegion plc,2021-12-31,10-K,2022-02-15,397900000.0,,483000000.0,530200000.0,,2867400000.0,88215625.0,759100000.0,3051000000.0,2288600000.0
29,ALLE,Allegion plc,2021-12-31,10-K,2023-02-22,397900000.0,1442100000.0,483000000.0,530200000.0,,2867400000.0,88215625.0,759100000.0,3051000000.0,2288600000.0
30,ALLE,Allegion plc,2021-12-31,10-K,2024-02-20,,,483000000.0,530200000.0,,2867400000.0,,,3051000000.0,
25,ALLE,Allegion plc,2020-12-31,10-K,2021-02-16,480400000.0,,314300000.0,403500000.0,,2719900000.0,91212741.0,829400000.0,3069400000.0,2236800000.0
26,ALLE,Allegion plc,2020-12-31,10-K,2022-02-15,480400000.0,,314300000.0,403500000.0,,2719900000.0,91212741.0,829400000.0,3069400000.0,2236800000.0
27,ALLE,Allegion plc,2020-12-31,10-K,2023-02-22,,,314300000.0,403500000.0,,2719900000.0,,,3069400000.0,
22,ALLE,Allegion plc,2019-12-31,10-K,2020-02-18,355300000.0,,401800000.0,565100000.0,,2854000000.0,,757400000.0,2967200000.0,2206800000.0
23,ALLE,Allegion plc,2019-12-31,10-K,2021-02-16,355300000.0,,401800000.0,565100000.0,,2854000000.0,92723682.0,757400000.0,2967200000.0,2206800000.0
24,ALLE,Allegion plc,2019-12-31,10-K,2022-02-15,,,401800000.0,565100000.0,,2854000000.0,,,2967200000.0,
19,ALLE,Allegion plc,2018-12-31,10-K,2019-02-19,283800000.0,,434900000.0,525800000.0,,,,651000000.0,2810200000.0,2156200000.0
20,ALLE,Allegion plc,2018-12-31,10-K,2020-02-18,283800000.0,,434900000.0,525800000.0,,2731700000.0,,651000000.0,2810200000.0,2156200000.0
21,ALLE,Allegion plc,2018-12-31,10-K,2021-02-16,,,434900000.0,525800000.0,,2731700000.0,,,2810200000.0,
16,ALLE,Allegion plc,2017-12-31,10-K,2018-02-20,466200000.0,,273300000.0,488200000.0,2408200000.0,,,401600000.0,2542000000.0,2136500000.0
17,ALLE,Allegion plc,2017-12-31,10-K,2019-02-19,466200000.0,,273300000.0,492500000.0,,,,401600000.0,2542000000.0,2136500000.0
18,ALLE,Allegion plc,2017-12-31,10-K,2020-02-18,,,273300000.0,492500000.0,,2408200000.0,,,2542000000.0,
13,ALLE,Allegion plc,2016-12-31,10-K,2017-02-17,312400000.0,,229100000.0,425500000.0,,,,113300000.0,2247400000.0,2131000000.0
14,ALLE,Allegion plc,2016-12-31,10-K,2018-02-20,312400000.0,,229100000.0,425500000.0,2238000000.0,,,113300000.0,2247400000.0,2131000000.0
15,ALLE,Allegion plc,2016-12-31,10-K,2019-02-19,,,229100000.0,434300000.0,,,,,2247400000.0,
10,ALLE,Allegion plc,2015-12-31,10-K,2016-02-26,199700000.0,,153900000.0,358600000.0,,,,25600000.0,2285300000.0,2255600000.0
